"test no correct answers,,,",Level3
"Who was John Paul Jones to the British citizens?,,,",Level2
"Why did the American army of farmers with guns win over the best army in the world?,,,",Level4
"Why did the soldiers in Valley Forge build small cabins?,,,",Level4
"Who signed the Declaration of Independence?,,,",Level2
"Who throws a pumpkin at Ichabod Crane in the &quot;Legend of sleepy hollow&quot;,,,",Level1
"why is George Washington a good leader ,,,",Level4
"Who wrote the pamphlet Common Sense?,,,",Level2
"  Why did  General Washington get a well trained army at the end of winter?,,,",Level4
"Why did Ichabod leave Tarry town?,,,",Level4
" What was one one of the French generals who joined George Washington at Valley Forge?,,,",Level2
"What was Thomas Paine's phamplet he created called?,,,",Level2
"what french man at the age of nineteen joined the continental army?,,,",Level2
"Who was the the greatest general of the British?,,,",Level2
"Why was General Cornwallis depend on the British Fleet,,,",Level4
"Hutton mentioned that linguistic, for example in the form of dense signage along the street, contributes to the vernacular memory and landscape. As the traditional cantonese neon signage are replaced by 'decontextualized semiotic' signs of global trends, how will this change the urban experience to the locals? e.g. memories, identity, etc. ,,,",Level3
"How far is it to the center of the Earth?,,,",Level2
"How were the continents made?,,,",Level2
"Rural vernacular is based on the growth of families through generations.  If new immigrants causes population to spike in a developed rural area, would it be consider as a town? To what degree do you think rural vernacular will lose its value?,4,,",Level3
"Why are you here at this conference?,5,,",Level4
"#include &lt;iostream&gt;using namespace std;void binario (int NumEn) {    if (NumEn&gt;1) binario(NumEn/2);    cout&lt;&lt;NumEn%2;}int main(){    int NumEn;    do{        cout &lt;&lt; &quot;Por favor ingrese el numero entero que quiere convertir a binario&quot; &lt;&lt; endl;        cin&gt;&gt;NumEn;        if (NumEn&lt;0)            cout&lt;&lt;&quot;Error&quot;    }    while (NumEn&lt;0);    cout&lt;&lt;&quot;Numero:&quot;&lt;&lt;NumEn;    cout&lt;&lt;&quot;Binario:&quot;;    binario(NumEn);    return 0;},,,",Level4
"What do you want to inspire us with your speech?,,,",Level3
"how to innovate educational IT in environments with resistance to change?,4,,",Level2
"as getting students to understand that not only enough access to information, but know how to use it for solving specific problems?,4,,",Level3
"Do you think machines will displace human jobs at a fast enough pace and scale to cause short term social unrest?  Why or Why not?,5,,",Level3
"What are the pros and cons of artificial intelligence? Do cons outweigh the pros? If so, should we stop advancing the field of artificial intelligence?,5,,",Level5
"The machine stores information and have faster access. Therefore what is more important,  the information or action protocols.?,5,,",Level3
"How social skills of students are  served through this model?,1,,",Level3
"do wee need to learn languages in the future? or do you think that Siri will speak instead of us? ,5,,",Level3
"most future jobs does not exist nowadays, so whay to teach our kids beyond critical thinking and those stuff?,4,,",Level2
"How social skills of students are  served through this model?,3,,",Level3
"Is education and technology ironically creating inequities -- haves and have nots?  ,5,,",Level3
"Will the rise of AI create an increased need for education and also put pressure on population growth?,4.5,,",Level3
"AI .... is this our future?,5,,",Level2
"How could a supercomputer with artificial intelligence come to rule the world,5,,",Level3
"I am really afraid of water pollution, how long do you think that artificial intelligence will help to improve it? ,5,,",Level3
"do you have creativity? yes or not ? if not try to play with a kid frequently :D ,,,",Level4
"How can i make my own smile box?,3,,",Level2
"Which of these is not an advantage of wind energy?,,,",Level1
"Which of these advantages of wind energy do you think is the most crucial?,,,",Level3
"Do you think that the world should use wind as a major source of energy?,,,",Level3
"What form does wind energy usually come in?,,,",Level1
"the components of an electric circuit can be arranged in __________ or __________.,,,",Level2
"an electric circuit can be represented using a___________.,,,",Level2
"what is a circuit diagram ?,,,",Level1
"what is a parallel  circuit ?,,,",Level1
"what is a medium?,,,",Level1
"How long does it take for one to properly acclimatize to a higher altitude?  ,1,,",Level2
"Which state it the American Olympic team most likely to train in? ,2,,",Level1
"What 2 factors need to acclimate in order to stop feeling sick in high altitudes? ,1,,",Level2
"People from which country have the greatest advantage when it comes to high altitude sports? ,3,,",Level1
"what is the meaning of the conference,,,",Level3
"What would you invent if you could combine two tools into one? For example, a spork is an eating utensil that combines the curved scoop of a spoon with several fork tines. Why do you think your invention would be useful and in what situations would it be used? ,4.33,,",Level3
"How do we encourage our students to ask high order thinking questions?,5,,",Level3
"How does PLC  help you to improve your craft?,,,",Level4
"What does SMILE mean?,5,,",Level3
"Which of these contains an acid?,5,,",Level1
"Where are we?,2.33,,",Level2
"What is Lenz's Law?,,,",Level1
"How does lenz's law affect the forces present in a rail gun?,,,",Level3
"How could you turn the process of photosynthesis into a recipe? ,4,,",Level3
"Develop an experiment to verify Lenz's Law.,,,",Level3
"How can you motivate student to use this?,,,",Level2
"How do we provide opportunities for students to make connections between different concepts in order to see the bigger picture?,,,",Level2
"What is the organelles responsible for protein synthesis?,,,",Level3
"What is the organelles responsible for protein synthesis?,,,",Level3
"On which of these slopes does the ball roll down with increasing speed and deceasing acceleration? (Neglect frictional force),3.6,,",Level2
"Regarding the issue of the militarisation of the Arctic (where various countries are trying to send weapons to the Arctic to try and claim the land for itself since there is a possible trade route as well as a lot of oil and gas resources under the ice), what do you think is Israel's stand towards this issue?(Please comment your answer down below instead since there are endless answers. Thank you!),3,,",Level3
"What is the formula for speed,1.61,,",Level1
"What is meant by terminal velocity?,2.05,,",Level3
"A ball has a mass of 500g. It travels towards a boy at 20m/s. The boy kicks the ball with a velocity of 150000cm/min. What is the force exerted on the ball during contact?,2.33,,",Level1
"Two identical lorries collide head on. Each lorry is traveling at 400 km/h. The impact force on each lorry is the same as hitting a solid wall at: ,3.99,,",Level2
"A car of mass 300kg stops at the petrol kiosk. After refilling the petrol, the car starts to accelerate at a constant rate of 2m/s^2 along a rough road. If the total frictional force acting on each car wheel is 100N, calculate the forward force of the car.,2.5,,",Level5
"This is a velocity-time graph. Which of the following shows an object that moves at an increasing speed then brake and move in an opposite direction?,3,,",Level1
"A ball is thrown upwards and caught when it comes back down. In the absence of air resistance, the speed of the ball when caught would be ,1.8,,",Level1
"You can run in a circle with a constant velocity. Yes or no?,2,,",Level2
"A car of mass 2000kg is traveling at a constant speed of 40m/s. What is the net force acting on the car?,1,,",Level1
"A tub, containing some water, has a total mass of 0.300kg. The tub rests on a weighing scale. A 250g copper triangular prism, density 8.93x10^3 kg/m^3, is suspended so that it is completely immersed in water, but does not touch the bottom of the beaker. What is the reading on the weighing scale in newtons? The density of water is 1.00x10^3 kg/m^3.,3.69,,",Level1
"If an object of mass 9 kg starts from rest and attains a velocity of 24 m/s after 6 s, then the force acting on it is:,2.5,,",Level4
"A car travels 90m due north in 15 seconds. The car then turns around, facing south, and travelled 40m in 5 seconds. What is the magnitude of the average velocity of the car during the 20 seconds interval?  ,3,,",Level3
"Which is the CG that will make the man be stable,2.08,,",Level1
"If a car is moving at constant velocity. What is the frictional force acting on the car if the car is traveling at constant velocity. ,3.43,,",Level5
"What is the net force on a 200g ball when it hits a wall with acceleration of 10m/s2?,2.71,,",Level1
"Why do you feel weightlessness during free fall even though Gravity is acting on you,4.02,,",Level4
"What would be the reasonable estimate for the volume of a metre rule?,3,,",Level2
"Which of the following is in neutral equilibrium ?,2.8,,",Level1
"A feather is dropped on the moon from a height of 1.40 meters. The acceleration of gravity on the moon is 1.67 m/s2. Determine the time for the feather to fall to the surface of the moon.,4,,",Level2
"A rod made of a rare type of metal has a density of 5kg/m^3. What is the density of a rod half its size that is made of the same metal?,2.92,,",Level3
"An airplane accelerates down a runway at 3.20m/s^2 for 32.8s until it finally lifts off the ground, determine distance travelled before the plane took off.,4,,",Level3
"Why is the base area of a lamp heavy,2.71,,",Level4
"How far will a block starting from rest fall freely in 3 seconds? Assume acceleration due to gravity=10m/s^2.,3.52,,",Level2
"A boy pushes himself forward in a swimming pool. Which one of Newton's laws of motion describes this,2.38,,",Level1
"A car accelerates from rest at4m/s2. What is the velocity of the car after 4s? After 4seconds, the car applies the brakes and comes to a full stop after 2 seconds. What is the acceleration of the car?,4.33,,",Level3
"If an astronaut who has a mass of 90kg,  landed on an unknown planet and took 0.5s to drop for 3.0m from a rocket, what was his weight?,3,,",Level4
"If a net force of 7 N was constantly applied on 400 g object at rest, how long will it take to raise its velocity to 80 m/s?,3,,",Level4
"Find the least amount of force exerted on the hand needed for the women to be able to do a push up,3.43,,",Level2
"A man has a mass of 90 kg. what is his mass on the moon,2.23,,",Level1
"Usain Bolt, during his 100m sprint in Olympics, ran 35m in 4s. Suppose a sedan with a constant acceleration of 3.44 m/s^2 which started from rest was racing beside him during that race, how much ahead of the sedan would Usain Bolt at the 35 meter mark? Answer in meters.,5,,",Level1
"In a carnival, there is a game called the 'High Striker' where you hit a lever with a mallet to make a puck rise upwards. If the lever is hit with enough force, the puck will strike the bell at the top of the &quot;tower&quot; which is the main objective of this game. Bob decided to try the game. When he struck the lever, the puck rose to a height of 12.5cm. On his second attempt, he struck the lever with more force, 20N more than his first attempt. The puck ended up 2.8cm away from the bell. Given that the tower is 30cm tall, how much force is required to make the puck strike the bell?,5,,",Level4
"A car travels at slow speed. It slides over a patch of ice even though the driver pulls the brakes.. This is due to:,2.63,,",Level3
"Two planes are flying towards each other at the same speed.  If the first plane flies at velocity V,  what is the velocity of the second plane?,4.5,,",Level5
"In a military experiment, a bullet, weighing 50 grams, was fired from a sniper rifle. The bullet then hits a kevlar vest of thickness 50cm and gets stopped by the vest. Each centimetre of kevlar offers 50N of resistance. Assuming that the bullet gets stopped 20 cm into the middle of the kevlar vest, what was the time taken for the bullet to stop completely? Taking the distance from the mouth of the barrel to the start of the block of kevalr travelled to be 120m and that there is a constant resistance against the bullet of 1N.Find the total time taken for the bullet to travel from the mouth of the sniper rifle to its stop point if the time taken is greater than 2 seconds. Correct to 4.s.f. ,2.6,,",Level4
"An object of mass 5 kg rests on a horizontal surface. The object is pulled to the left by a force of 10N and to the right by a force of 15N. Assuming that there is no friction, calculate the acceleration of the object. ,1.71,,",Level3
"An elephant is on one end of a plank resting on a pivot is it possible for any of these objects to balance it? The plank can be of any length,1.82,,",Level2
"If the Eiffel Tower has a mass of 10,000,000 kg. A 100:1 scale model of the tower made from the same material will have a mass of...,3.17,,",Level4
"A bottle full of water has a mass of 200 g. When the same bottle is filled with liquid X, the mass becomes 220g. If the mass of the empty bottle is 100 g, what is the density of liquid X in g cm-3? (Take the density of water as 1.0 g cm-3),2.94,,",Level5
"An astronaut in space wants to compare the mass of two balls. He holds the two balls in each of his hands and moves both hands up and down slightly for a few times. What is the reason for doing so.,3,,",Level3
"An aero plane accelerates down a runway at 3.20 M/s2 for 3.28 s until it is finally lifts off the ground. Determine the distance travelled before takeoff,3.25,,",Level3
"There is an insect flying in the car. For the fly to continue to hover at the same spot in the car, it must......,3.91,,",Level1
"Can you see the question?,1,,",Level2
"What symbol does not represent Poseidon?,2,,",Level1
"Why did Zeus at one point hate Hera?,2.67,,",Level4
"Athens won the peloponnesian war.,1.33,,",Level1
"Both the bald eagle and panda represent important values from American and Chinese culture, respectively. What does the panda represent to people in the U.S.? What does the bald eagle represent to people in China?,,,",Level2
"How did Hera try to kill Hercules,2.67,,",Level3
"How does an animal come to be regarded as something that isn't culturally acceptable to eat or disrespect? ,,,",Level2
"What Animals represent Hera?,1.67,,",Level3
"What would an American student's reaction be if they were to spend a day in a Chinese school? What would a Chinese studen'ts reaction be if they were to spend a day in an American school?,,,",Level5
"Why did Cronus eat his children?,2.5,,",Level4
"who is athena's father?,1,,",Level1
"The Parthenon is dedicated to Hera.,2.5,,",Level2
"how many gods IN ALL are there? NOT JUST THE MAJOR GODS,3,,",Level2
"Who cursed the Oracle of Delphi?,2.5,,",Level2
"Sparta was a democracy.,1.33,,",Level2
"Was Cronus a Titan?,1,,",Level2
"What culture does the the word climate come from?,1,,",Level2
"What is the Ancient Greek word for climate?,1,,",Level1
"What is a difference between climate and weather? (2 answers),2.5,,",Level3
"What type of atmospheric phenomena does weather involve?,,,",Level3
"Which of the following is not true? (More than one answer),1,,",Level1
"What is ENSO?,,,",Level1
"What is ENSO?,,,",Level1
" is evaporation different from transpiration?,,,",Level2
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,",Level3
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,",Level3
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,",Level3
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,",Level3
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,",Level3
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,",Level3
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,",Level3
"[Easy] A force of 2N is exerted on a toy cart, moving it to the right. The toy cart of mass 1kg moves with a constant velocity of 2m/s to the right on a horizontal table. Which of the following statement is incorrect?,4,,",Level2
"[Intermediate] Ten identical steel balls were immersed in a measuring cylinder containing 120 cm^3 (cm cube) of water. If the mass of each steel ball is 27g and the density of steel is 9g/cm^3, what is the new reading of the water level.,5,,",Level5
"[Advanced] An object is dropped from an airplane moving horizontally at constant speed and at 5000m above the ground. Which of the following best describes the motion of the object during the fall?,4.67,,",Level1
"[Easy] A cube with sides 3.0cm long is made from a material with a density of 9g/cm^3. What is the mass of the cube?,4,,",Level2
"[Intermediate] When a block of wood of mass 2kg is pushed along the horizontal flat surface of a bench, the friction force measured is 4N. When the block is pushed along the same bench with a force of 10N, it moves with a constant ________.,5,,",Level1
"Medium difficulty question: A train is travelling at 20m/s. Suddenly, the train stops at rest in 4 seconds. Calculate the deceleration of train.,5,,",Level2
"Easy question: An apple is held from a branch. What is the force present in the branch that keeps the apple intact onto the branch?,4.21,,",Level1
"Hard level: Mr Ong threw a pair of pants into the air at an initial speed of 40m/s. How long will it take for Mr Ong to get the pair of pants again?,4.28,,",Level3
"Why do tightrope walkers carry a long pole?,2.83,,",Level4
"The Philosopher's Stone has a mass of 750g on Earth. Dolores, an alien, decided to bring back the stone to her home planet. When measured on a spring balance, its weight is 18N. What is the gravitational force on Dolores' planet?,2,,",Level3
"A blue car has a mass of 3000kg. The car accelerates from rest to 3m/s in 12s. The frictional force on the road is 400N. Hence, calculate the force exerted by the car engine.,2.83,,",Level2
"Which of the following is the power for the prefix micro?,1.58,,",Level1
"A trolley weighing 5.0N is pulled along a level bench by a horizontal force of 10N.The force of friction acting on the wheels of the trolley is 2.0N.What is the size of the resultant force causing the trolley to accelerate?,3,,",Level2
"An object is accelerating at 13m/s^2 .  Find its acceleration in km/h^2 .,3,,",Level3
"Easy: Which of the following reduces the negative effects of friction?,4.91,,",Level1
"Medium: Which of the factors do not follow Newton's Second Law of Motion?,4,,",Level3
"An object falls freely from rest for 10 s. What is the stones displacement during this time. Taking g=10m/s^2.,2,,",Level3
"Difficult: A board 10m long, has a pivot exactly in the middle, A watermelon weighing 1000N is 3 m away from the pivot on the left, creating an anti-clockwise moment. Another bag of oranges weighing 700N is placed 4 m away from the pivot on the right, creating a clockwise moment. How far away should a banana weighing 100N be placed to balance the board?,5,,",Level2
"What is the density of a plastic box that has the dimensions 3m x 2m x 3m and weighs 450 kg?,4.25,,",Level3
"A hipster drops his coffee cup from a building 40 m high and falls from the building himself at the same time. Assuming that there is no air resistance, which falling object would hit the ground first?,4.4,,",Level1
"Bazilo is running away from a murderer at a constant velocity of 4m/s. Once Bazilo was 30m away, the murderer throws a knife that accelerates at a constant 4m/s^2. What is the distance between the 2 when Bazilo is stabbed?,3.94,,",Level1
"Which physical quantity is not one of the seven base quantities?,3,,",Level1
"When there are 600 turns of a wire, the length covered by the wire is 3.6 cm. What is the average diameter of the wire?,2,,",Level1
"A rag fell off from the seventh floor while it was being put out to dry. The time taken for the rag to reach the ground was 3.8 s. If air resistance was negligible, what is the velocity of the rag just before it hit the ground and the height of the seventh floor?,4.14,,",Level5
"Easy: Which of the following describes stable equilibrium?,5,,",Level4
"Medium: Which of the following is true?,5,,",Level1
"Difficult: At lift off, the mass of a rocket is 3.2 x 10^6 kg. The rocket engines produce a thrust of 3.4 x 10^7 N. The gravitational field strength g is 10 N/kg. What is the initial acceleration of the rocket?,,,",Level3
"Medium :Physics is approaching a stoplight moving with a velocity of +30.0 m/s. The light turns yellow, and Physics applies the brakes and skids to a stop. If Physics's acceleration is -8.00 m/s2, then determine the displacement of the car during the skidding process.,,,",Level3
"Easy :Two students are discussing their physics homework prior to class. They are discussing an object that is being acted upon by two individual forces (both in a vertical direction); the free-body diagram for the particular object is shown at the right. During the discussion, Anna suggests to Noah that the object under discussion could be moving. In fact, Anna suggests that if friction and air resistance could be ignored (because of their negligible size), the object could be moving in a horizontal direction. According to Anna, an object experiencing forces as described at the right could be experiencing a horizontal motion as described below.Noah objects, arguing that the object could not have any horizontal motion if there are only vertical forces acting upon it. Noah claims that the object must be at rest, perhaps on a table or floor. After all, says Noah, an object experiencing a balance of forces will be at rest. Who do you agree with?,2,,",Level3
"Hard:Which of the following are true ?A:An apple struck his head and he discovered physicsB:The Moment of a force causes an object to turn about a fixed point.C:Temperature is always measured in degrees Fahrenheit.D:We use Lubricant to increase FrictionE:Newton died a Virgin,3.33,,",Level3
"For a book lying on a table,,3.93,,",Level3
"An object has a mass of 2.3kg and a density of 2.15kg/m3. what is the volume of the object?,2,,",Level3
"What is uniform acceleration?,4.16,,",Level1
"what is the definition of centre of gravity?,4.35,,",Level1
"the vernier calipers shows a 0.24 cm reading when closed. The attachment shows a diameter of the ball. Calculate the actual reading of the vernier calipers. (refer to attachment),4.54,,",Level2
"if the forces acting upon are balanced, then the object,4,,",Level4
"Normal Question. Uh, What is the SI Unit of Time?,2.23,,",Level1
"HardIf a Guy is in a car, and he is driving the car at 20ms-1 speed. When suddenly, he crashes the car into a tree. He felt a force hit him just as he hit the tree. Which of Newton's Laws of Motion happened to that guy,2.13,,",Level1
"Even More Hard.What is 1 Gigagram Divided by 1 PicogramState your answer in standard formDo you want a hint?Giga is 10^12Pico is 10^-12,1.33,,",Level1
"Mr Bean decides to drive in a regular circle. He took 1 hour to drive from the shopping centre and back to the same shopping centre. What will the displacement graph look like?,4.82,,",Level3
"Pusheen the cat's new year resolution is to lose weight. However to do so, Pusheen needs to know what is it's current weight to plan how much mass it wants to lose. It realize people commonly use the term &quot;lose WEIGHT&quot; but yet it plans how much MASS it wants to lose. What is the different between weight and mass?,4.1,,",Level3
"Girl A drags Boy B across the corridor of the school like a typical scene in an anime. Boy B weighs 45kg. Girl A pulls with a force of 50N while the frictional force on Boy B is 30N. What is the acceleration of Boy B?,4.38,,",Level1
"[Easy] Which of the following is correct? ,4.18,,",Level1
"[Medium] Which of the following will decrease the period of a pendulum swing? ,4.33,,",Level3
"[Hard] What force is needed to give an acceleration of 10 ms-2 to a box that weighs 250g?,3,,",Level3
"Messi is having possession of the ball. He stops for 2s and sprints forward for 20m at a constant speed of 4m/s. He then ran at a slower speed(but still at a constant rate) for x seconds and later sprints forward at a constant speed of 4.44m/s for 13.3m. And finally he scores the goal. Given that the total time for the goal to be scored is 12s(also including stopping time) and the total distance Messi travelled was 40m, find x seconds.,4.33,,",Level3
"[EZ] Which of the following correcly show a pair of scalar and vector quantity?[ scalar   /  vector  ],5,,",Level3
"Kai Kai and Chia Chia, the two pandas of the zoo, are wrestling. Chia Chia wants to push Kai Kai but was unable to. What is a possible explanation of this observation?,3.91,,",Level2
"[Medium] Two objects have the same size and shape. However, one is heavier than the other. They are each drop from rest at the same time.Comparing the objects. the heavier object has,5,,",Level3
"[Hard] A Ferrari F430 driver takes 2 hours to make a journey of 75km. During the journey, he takes a 30 mins break and spends 1/4 of an hour stationary at a gas station. At what average speed does she need to travel during the rest of the time for the whole journey to take 2 hours?,4,,",Level2
"Mary Jane is stuck on top of Oscorp Tower and Spiderman and the Green Goblin are now racing in order to get her. Spiderman is now running on top of Building A at a constant speed of 6m/s for 4s. He later leaps forward to Building B but sprained his foot just as he leaps off Building A .The gap between the two buildings is 4m and Spiderman landed on Buiding B 1.5s after he leapt off Building A. As a result, when he lands on Building B he decelerates uniformly at a rate of 0.20m/s^2 of his original running speed. After 5s, Spiderman leaps off Building B, immediately shoots a web and swings with an acceleration of 1m/s^2(of running speed on building B) for 6s. Simultaneously, Green Goblin is riding on his  Globin Glider and is travelling at  a constant speed of 15m/s from Building A. Who managed to reach Mary Jane the first? Assume Green Goblin is travelling on the same altitude as the top of Oscorp Tower.(please tell me if this question can be doneeee, thx!),3,,",Level4
"(Easy) A boy walks backwards along a polished floor. In which direction is friction exerted by the ground on his shoes?,3.25,,",Level1
"Density of a substance is defined as,2.81,,",Level3
"An apple has a mass of 0.80 kg. It hangs vertically on a small branch, which can support a maximum weight of 12 N. Find the amount of force needed to just pluck the apple.,2.5,,",Level2
"Which of the following statement about 'weight' is true.A: It is the gravitational force acting on a body at the earth's surface.B: It is independent of the mass of the body.C: The body is weightless during the free fall.D:  It is different at different places on earth's surface,2.16,,",Level3
"(Average) A uniform  plank of 3m is balance at the midpoint P on a pivot. A 20 N weight is hung from the plank at various positions. Which one of the following moment of force is not possible,3,,",Level1
"(Hard) A boy throw a stone vertically up to a man standing 2m above the boy. If the stone is thrown up with a velocity of 7m/s, what is the velocity of the stone at the instant when it is caught by the man.,4,,",Level5
"(Easy) A solid triangle made of material x of density close to water sinks slowly in water. It is then cut into 3 pieces, P, Q and R. As shown in the image. Q  have one hole while R have two holes drilled into them. Which piece, will likely to float in water?,4,,",Level3
"A fighter jet accelerates down a runway at 3.20 m/s2 for 32.8 s until is finally lifts off the ground before a war.  Determine the distance traveled before takeoff. ,4.75,,",Level2
"(Intermediate) Determine the direction and magnitude of the force F that is needed to balance the following set-up. (Give your answer in Newtons.),,,",Level3
" If you mass is 60 kg, what is your weight on the Earth?( Take the gravitational field on Earth as 9.8m/s2),4.67,,",Level5
"A man stands in front of a wall, with his back against the wall. He then drop a coin in front of him. Why is it impossible for him to pick up the coin without him moving away from his position?,3.67,,",Level4
"A elephant of mass 50kg is thrown from a height of 5m on moon while a feather of 5g is thrown from a height of 50m on earth. Which has a higher acceleration?,3.33,,",Level1
"Object A has a weight of 100N on moon while Object B has a weight of 60N on earth.Which has greater inertia? The gravitational force on moon is one sixth of that on earth.,4.33,,",Level1
"A car drives from Point Y to Z then to X and back to Y. The lengths of YZ, ZX and XY is 10m, 15m and 5m respectively. The car took a total of 5 seconds. What is its average velocity?,2.67,,",Level3
"This is a very typical question. Which of the following factors will not increase the period of a simple pendulum?1.) Increase the angle of swing2.) Decrease the mass of the pendulum bob3.) Decrease the length of the pendulum4.) Increase the thickness of the pendulum,3.79,,",Level3
"(Medium) A motorcycle accelerates to a speed of 125 m/s over a distance of 414 m. Determine the acceleration of the dragster, assuming that the speed is constant. (round off to 3 s.f.),5,,",Level2
"(Easy) Which of the following is not a contact force?,4.43,,",Level1
"(Hard) The Lamborghini Aventador can accelerate from 0 to 41.4 m/s in 6.80 seconds(maximum). It accelerates at maximum until it reaches its maximum speed of 70m/s. It then decelerates and comes to a stop. The total time taken of the whole journey is 25s. Determine the acceleration of this car then its deceleration. (Round off the time taken to reach maximum speed to 3 significant figures.),5,,",Level2
"(easy) A man of mass 50kg stands on a weighing scale in a lift. When the lift is stationary, what is the reading on the weighing scale? (g=10N/kg),5,,",Level1
"(Intermediate) A 100kg rock is being hung freely on the moon. When an astronaut pushes the rock from the side, he will feel that,5,,",Level3
"( hard) A wooden block of dimension 1mx1mx1m has a mass of 800kg. If Crystal sawed half of the block away, what is the density of the remaining wooden block?,5,,",Level5
"What must change when a body is accelerating?,2.16,,",Level1
"A tractor of mass 1500 kg pulls a trailer of mass 1500 kg. The total resistance to motion has a constant value of 5000N. One-quarter of this resistance acts on the trailer. When they are moving at a constant speed of 10m/s, the force exerted on the tractor by the trailer is,5,,",Level2
"When comparing systematic errors and random errors, the following pairs of properties of errors in an experimental measurement may be contrasted. P1: error can possibly be eliminated.P2: error cannot possibly be eliminated. Q1: error is of constant sign and magnitudeQ2: error is of varying sign and magnitudeR1: error will be reduced by averaging repeated measurementsR2: error will not be reduced by averaging repeated measurementsWhich property apply to random errors?,5,,",Level3
"A rocket has a mass of 100kg. The force produced by the engine of the rocket is 3000N in the direction against the force of gravity.What is the acceleration of the rocket?,1,,",Level1
"Two rubber balls of the same size are both dropped on the Earth and the moon. One ball is solid and one is hollow. The approximate gravitational field strength on the Earth is 10N/kg and on the moon is 1.7N/kg. Which ball has the greatest force acting on it?,5,,",Level3
"When an object on a table is pushed, name all forces involved.,2.67,,",Level1
"Which of the following is true for an object that has strong resistance to change in its state of rest?,2.9,,",Level1
"A fireman of mass 50kg slides down a vertical rescue pole. His downward acceleration is 1.5ms^-2. What is the resistive force? ,3.3,,",Level1
"There is a metre rule of mass 0.450kg. Weights of 1.8N and 1.2N are added to the left and right ends of the rule respectively. where should the pivot be, with reference of the 0cm marking on the left end of the rule, so that the metre rule is balanced? ,2.33,,",Level2
"Which of the following will not affect the acceleration of a moving body?,3.33,,",Level3
"Which of the following cannot be the resultant force of 8N and 5N?,3.11,,",Level3
"A uniform metre rule has a pivot placed at 50 cm mark. A load of 3N is placed on the 25 cm mark and another load of 4N is placed on the 80 cm mark. Where should a load of 5N be placed to balance the metre rule?,2.88,,",Level2
"The velocity of an object is,4.86,,",Level2
"A metal ball, a plastic ball and a styrofoam ball is dropped from the top of a building with a height of 50m. When the only force acting on the three balls is their own weight, which ball will reach the ground first?,4.67,,",Level1
"A box with a weight of 2kg is placed on the table. If a force of 50N is applied to the box towards the right, and the frictional force is 10N, what is the resultant force (and the direction)?,4.67,,",Level5
"What is the difference between velocity and speed?,4.6,,",Level3
"Farmer Lee has to lift up a cart that is 1m long and 2kg heavy, to transport his harvest of oranges, 50kg in total, to his hut. He places the oranges 0.3m from the wheel. how much force does he need to lift up the cart?,5,,",Level1
"Mrs tan dropped a piece of her chee cheong fan onto the ground while she was having her breakfast. Ignoring the air resistance, what was the speed of her chee cheong fan when it hit the ground after 3 seconds? (take the acceleration due to gravity to be 10ms^-2) (Mrs Tan was sitting on an extremely high table),4.67,,",Level2
"A reluctant parent is being dragged by their child to their favourite boy band's concert at a constant velocity. What is the pulling force if the amount of friction produced by the parent is 500N?,4,,",Level5
"A pendulum bob swings from X to Y to Z and back to Y and then to X, completing one oscillation. If it takes 30 seconds to complete 10 oscillations, how long does it take to swing from X to Y to Z to Y?,5,,",Level4
"What is the formula for finding weight?,4.57,,",Level3
"[Hard] A 100 cm long uniform beam with a mass of 1 kg is supported by a pivot at the 30 cm mark. Given that a mass of 2 kg hangs at the 0 cm mark, what is the mass of object X hanging at the 70 cm mark to balance the beam? (The centre of gravity lies at the 50 cm mark.) ,5,,",Level2
"[Medium] Which of the following statements is false?,4.5,,",Level1
"[Easy] The weight of a rock on Earth is 20 N. What is the weight of the rock on the Moon? (Given that the gravity on the Moon is 83.3% (5/6) less than that on Earth),5,,",Level1
"if a turning force of the pivot on the left is upward 50N and 10cm away from the newton, calculate the force required to balance the beam on the right if the other end of the pivot is 20com long,1.2,,",Level5
"Explain the connection between acceleration and velocity,2.3,,",Level3
"Which of the following have the least density?,4.63,,",Level1
"What is the final velocity of an apple if it falls from a 100m-tree?,,,",Level5
"The diagram shows a crane which is loading containers onto a ship.What is the moment in newton metres?,,,",Level1
"Easy : What is the SI unit of density?,5,,",Level3
"Hard : A cylinder has a volume of 1000cm^3 . Its diameter is measured by a vernier caliper as shown below.What is the cylinder height? Express your answer in 3 significant figures.,4,,",Level3
"Medium : When does an object in free fall experience terminal velocity?,5,,",Level1
"When is terminal velocity reached? There is more than 1 answer.,4.32,,",Level1
"Taking that the gravitational field strength on Earth is 10N/kg and on Mars is 7N/kg, what is a person's weight on Earth and on Mars when the mass is 56kg? Also, will the same person have the same inertia on both Earth and on Mars?,4.45,,",Level3
"Taking that the 1m rod is of negligible weight, find force W which balances the rod on both sides of the pivot.,3.64,,",Level1
