"How did the population increase in Latin American cities affect the economy? ,2.54,,"
"Which is not an effect of an increase in megacities?,3.18,,"
"Why did the Organization of American States call for an end to military interference?,2.55,,"
"What was the difference between the ways Mexico and Latin America dealt with their debt crises?,3.4,,"
"What did Juan Peron want to deal with?,2.79,,"
"After World War II, many Latin American nations suffered economic difficulties because of... ,4.11,,"
"What did Latin America depend on the industrialized countries for?,2.1,,"
"What were Latin American countries experiencing?,3.2,,"
"Which countries installed repressive military regimes and abolished political parties in the 1960s?,3.2,,"
"What is privatization?,3.5,,"
"Differenciate the rulings between Juan Peron and Augusto Pinochet.,3,,"
"Describe the Pinochet Regime. ,3.5,,"
"What did the OAS call for?,3.67,,"
"Analyze the move towards democracy in Latin America.,2.46,,"
"What did the Organization of American States do?,3.5,,"
"Describe a megacity.,3.57,,"
"How was the Great Depression related to Latin American economics?,3.88,,"
"Why did Latin American countries suffer from challenges  during the second half of the twentieth century?,4.14,,"
"How did the population of Latin America grow?,3.86,,"
" Which Latin America countries saw an increase of crime and corruption after the international drug trade?,3.25,,"
"Which of the following is not an outcome of Latin America's growth in population?,4.43,,"
"How is privatization related to the trade embargo?,4.5,,"
"Who was appointed the chief architect for the new capital?,3.11,,"
"How is PRI related to Vicente Fox?,4.17,,"
"Why did Latin American countries start manufacturing their own goods?,4.5,,"
"Why did Latin American countries start manufacturing their own goods?,4.5,,"
"Why did Latin American countries start manufacturing their own goods?,4.5,,"
"Why did Latin American countries start manufacturing their own goods?,4.5,,"
"Why did Latin American countries start manufacturing their own goods?,4.5,,"
"nto a stop sign and hang from it.What does this scenario portray?,,,"
"How would you present this worksheet in class? What is one thing you would tell your students to do?,5,,"
"How would you present this worksheet in class? What is one thing you would tell your students to do?,5,,"
"How would you present this worksheet in class? What is one thing you would tell your students to do?,5,,"
"How would you present this worksheet in class? What is one thing you would tell your students to do?,5,,"
"naina had 4  typ of food wich one do think she ate...,3.18,,"
"Siyona 2 pars ov soks  in  thu   car   .Then  she   put   2  pars   ov   gluvevs   in  thu  car  .   Then  she   put   2      pars      ov     .......in   thu    car  .What   els    did    she    put   in    thu   car ?  ,3.42,,"
"Stella put sweaters,hats,gloves,and a scarf into the trunk. Then        she put in the.......?,3.25,,"
"Jim put a bike in the truck .                                                       then Jim he put a tricicle in the the truck .                                             then he put a .....?,3.75,,"
"hanas favrit anmil is a oder.jefres favret anmil is a jraf.whte cood be moms favret anmil...?,3.73,,"
"What are the different advantages and disadvantages of having distinct zones?,,,"
"How do different zones affect each other?,,,"
"Do you think that that rehabilitation a good method to replace dead malls?,3.67,,"
"Do you think rehabilitation a good method replacing dead malls.,3,,"
"Kevin    put    2     tumatos    onn       thu      peza  .Siyona          put  2   uneuneuzs     onn    thu    peza  .Annika     put  ......onn      thu    peza    .   What    did    Annika     put     onn  thu    peza   ?                                                                                                                                              A ,3.83,,"
"Katharine panted an an ant what did David panted? ,2.9,,"
"What type of rehabilitation is better sudden or gradual? Why do you think one is better than the other?,5,,"
"How can teachers become involved with students who fall asleep/ un-interested in class due to rough home environments?  ,4,,"
"It is said that &quot;Vernacular landscape is created by peoplebased on traditions and customs,and most importantly they are imbued with layers of meaning,&quot; Do you think that places that plays a part in your personal memory (e.g. childhood memory - playground ) can be considered as vernacular landscapes too? Or do you think that the place can only be defined as vernacular landscpes unless it is a&quot;public collective memory&quot;? Why?,5,,"
"How do you see extreme environments like these in the photos, are they vernacular landscapes? According to Robert Melnick, cultural landscape exists virtually everywhere. What's the relationship between cultural and vernacular landscape? Difference between places human has been to and has lived in? To what degree, human involvement defines vernacular landscape?,5,,"
"How can you help children who struggle with caring for the materials and not rushing through the activity.  For example, a child who squeezes the turkey baster really fast or a child working on grasping throws the objects into the bowl.  ,,,"
"Now with the heavy influence of technology in our lives is it important to include practical life activities that incorporate using technology? For example, being able to use smart phone to dial a phone number, or use a washing machine. ,,,"
"About how much does it cost to rehabilitate a greyfield into a greenfield? ,5,,"
"What will you hear, see, and smell in futuristic city (almost 100 years into the future)?,,,"
"What is the difference between retrofit and rehabilitation? Which do you think is better and why?,5,,"
"should the train stations be on top or underground,1.67,,"
"What if Gran did not go to the reef?????,2.8,,"
"What was the pet????,2.73,,"
"What was the first trip????,3.5,,"
"What if Gran did not like snakes?,3.67,,"
"What will happen if Gran is biking and if Gran falls on the floor?,4.1,,"
"Why did Gran go in the water?,3.64,,"
"What was the second trip?,3.6,,"
"Why did Gran go to the reef?,4,,"
"Which one does not belong in each set???  Renushree,2.73,,"
"How can we keep the genius loci of a place?,4.5,,"
"What was the third trip?????,3.11,,"
"How many times today will Anushka ask me to repeat the directions?,4.2,,"
"Did Gran go to the sea to see eels ?,3.31,,"
"Where do plates rest on?,4,,"
"What if Gran had a diffrent pet what would it be?,3.92,,"
"What causes a geyser erupt?,4,,"
"What are the 3 main things cause weathering.,2,,"
"what color was gran's pet snake?,3.09,,"
"Why did Genral Howe attack Pennsylvania?,4,,"
"What if  Gran  did   not  have a pet snake??????,3.22,,"
"Would the colonists like it if there was no Parliament?,3.67,,"
"Who is the main character in the &quot;Sleepy Hollows?&quot;,3.25,,"
"After the eruption of the Mount St. Helens, what type of volcano did it become? ,3.5,,"
"In the story that we are reading, what is Ichabod's main goal?,3.6,,"
"Why did the British meet up in Albany, New York,3,,"
"what is H2O's elements,3.29,,"
"Who got stung by the bees????,3.17,,"
"What will it all form into if weathering all around the world over thousands and thousands of years become something dangerous?,2.63,,"
"Who is the main writer of the Declaration of Independence,2.88,,"
"What are volcanoes or/and geysers for?,5,,"
"What if Jen likes a snake?,4.46,,"
"Why do people think General Washington is a great leader?,3.36,,"
"Are volcanoes good for the world?,4.33,,"
"What is the tallest type of volcano?,3.5,,"
"Who were the 3 generals who were supposed to meet during the Revolutionary War? ,3.71,,"
"Why did General Howe want to capture Philadelphia?,3.38,,"
"What is the deadliest volcano to erupt on Earth,3.25,,"
"Does weathering affect animals?,3,,"
"how was the big bang started if there was nothing in space, posibily even no space.,5,,"
"Would students perform better at school if there was no homework?,4.71,,"
"how many elements are there in numbers,4,,"
"What is Ichabod's horse's name in &quot;Sleepy Hollows?&quot;,4,,"
"Which type of volcano has slow flowing, non-explosive lava.,3.56,,"
"Did Gran get stun by a bee  or Mike?,3.62,,"
"why do elements have numbers if there are not in order,4.5,,"
"If the north and south poles shifted, would it effect animals? Would it effect the seasons?,5,,"
"How does water effect rock?,4.44,,"
"Which of the Generals got stuck with the battle of Saratoga?,3.33,,"
"What were the three main leaders that were supposed to meet in Albany, N.Y?,3.55,,"
"Why did the the Mohawks help General gates?,4.2,,"
"what is the diffrince between minarals and elements,3.25,,"
"As stated, Vernacular landscape is a place affected by human activities, so the place below is regarded as vernacular landscape or not? What is the possible ways of dealing with it when it have conflicts with regulation and urban development? In other words to make it sustainable? Generally, the government pushed the vernacular landscape aside or settle them in another &quot;neat and tidy&quot; place like how they deal with wet market, however, it seems like the sense of place is lost during the process, what is your view? ,5,,"
"(v)\tIf a stead current of 2 amperes was passed through an aqueous solution of iron (II) sulphate for 15 minutes, then the mass of iron deposited at the cathode will be: ,,,"
"(vi)\t10 cm3 of 0.4 M sodium hydroxide are added to 40 cm3 of 0.2 M hydrochloric acid. The resulting mixture will be ,,,"
"(vii)\tThe only metal which does not react with dilute hydrochloric acid is ,,,"
"(viii)\tWhich of the following solutions is the most concentrated? ,,,"
"(ix) \tAlcohols react with carboxylic acids to form a group of organic compounds called ,,,"
"(x) \tWhich of the following statement is true about water gas? ,,,"
"2.\tMatch the items in List Awhich the responses in List B by writing the letter of the correct response              beside the item number in the answer booklet provided. ,,,"
"2.\tMatch the items in List Awhich the responses in List B by writing the letter of the correct response              beside the item number in the answer booklet provided. ,,,"
"ak down a lesson so that their students will learn interactively?,,,"
"Which is the most important reason for evaluating information found on the Internet?,3,,"
"What will happen if trump wins presidential election?,,,"
"After 30 years, would all the current buildings be regarded as vernacular architecture? How about those so called comtempoary architecture? ,4,,"
"On 25th Sept, 2016, there was an event called &quot;Very DVRC - Walk Our Imagination&quot; in Hong Kong. It turns Des Voeux Road into a cultural landscape that day. It was used and enjoyed by many vernacular people. It echoes the use of roads as public space during &quot;Occupying Central&quot;. The sense of place experienced at that time might have inspired the creation of the DVRC landscape by the vernacular people. The desire of having certain kind landscape is obvious. Do you consider the landscape desired by most vernacular people for daily activities, yet due to certain reasons, cannot last long, a vernacular landscape?,4,,"
"What questions to you have about the Group Project assignment? Write your questions as comments below. The instructors will look at these questions and respond with answers.,,,"
"Christopher Alexander gave examples to illustrate the unselfconscious feature of architectural tradition. &quot;The performance of the priests, and of the workers, though different from one island to the next, is always clearly specified; and the rigidity of these behavior patterns, by preserving techniques, preserves the forms themselves and makes change extremely difficult.&quot;&quot;The Sumatran gives his roofs their special shape, not because this is structurally essential, but because this is the way to make roofs in Sumatra.&quot;There are rules in building traditional environment. Those rules are often ritual or taboo that gave rise to high-level meaning of a place. Yet sometimes they are just myths that cannot be understood. The sacrosanct gesture of rules discourage people from criticizing them but to obey right away. Do you agree that the rigidity of tradition makes it difficult to reconcile with the modern? If yes, to what extent should the tradition compromise to make reconciliation possible?,4,,"
"Hello!  Great dinner last night.  I thought the question around the pace of change in education vs. labor market is a key one...,4.5,,"
"According to Alexander Christopher, the directness between house owners and designers lead to the creation of comfort dwellings. Do you agree with the statement in the context of your home city?,3.33,,"
"What caused the weathering in the photo.,3.4,,"
"What caused this weathering?,3,,"
"What caused this weathering?,3.63,,"
"What caused this piece of concrete to weather?,3.71,,"
"What caused this crack in this area?,3.5,,"
"What caused weathering to happen?,3.4,,"
"how does water expand the crack in a rock,3,,"
"What caused this crack?,4.13,,"
"About how long would it have taken have this kind of weathering?,3.22,,"
"what caused the ground to brake,2.67,,"
"What do you think caused this to get weathered?,3.83,,"
"What caused these cracks to form?,3.88,,"
"What caused the crack to happen?,3.5,,"
"What do think caused the weathering in this photo?,2.5,,"
"Is this type of weathering dangerous?,2.5,,"
"Which of the following options caused the weathering in the photo?,3.25,,"
"what do you think caused this chipped paint?,3,,"
"who did this?,2.67,,"
"Is this crack a form of weathering or erosion?,3.25,,"
"What caused this to lift up?,2.89,,"
"What caused this?,3.14,,"
"Can this weathering be prevented?,3,,"
"What do you think could've caused the weathering in this red pole?,3.5,,"
"Do you see where there is weathering,3,,"
"What caused all these cracks?,3.5,,"
"How long would it have taken to cause this weathering?,4,,"
"who caused this,1,,"
"How did the crack on the ground get on the pillar?,3.5,,"
"Is this a form of weathering or erosion?What could have caused it?,2.5,,"
"What caused this to get weathered?,3.5,,"
"What caused this paint to chip?Why is it blue?,,,"
"what do you think caused these cracks? Could these cracks be prevented? Is this a form of weathering or erosion?,3,,"
"Sham Shui Po is one of the oldest district in HK and recently undergoing large scale of redevelopment.Do you think that the old buildings being torn down are valued to be kept? Do you agree that these architecture could speak ,in terms of urban landscape and the history ?,4,,"
"Ancient Chinese architecture is rooted in deep traditional culture - the unity of heaven and human cosmology and the ideal of harmony. Please take an example from any rural vernacular context in places influenced by the Chinese culture (could be in Hong Kong or China) and discuss the relationship of its settlements and settings.,5,,"
"In some Asia cities, the ancestral hall was relocated from village to city, from rural vernacular architecture to modern architecture, like the image below. To what extend, the representations of social, psychological, economic, and cultural characteristics of village, clan and family can be found in this new ancestral hall still?,5,,"
"How do you think the Diaolou towers in Kaiping represent the social, economic and cultural conditions of the village/ communities back then, with reference to the &quot;three levels of meaning&quot;?,4,,"
"If a yurt is considered an example of rural vernacular architecture, what cosmic order do you think it is representing?,,,"
"Most of the rural vernacular examples consist of clusters of houses forming a community or village; these settlements are often organized within a defensive structure. Both Diaolou and Gut Hing Wai (walled village in HK) are examples of rural vernacular. How would you define the scale of a rural vernacular? It that the house itself (a Diaolou) or the setting of a space (The entire Gut Hing Wai including the wall)? Do you agree that the scale of a rural vernacular depends on how protected and enclosed the space is?,4,,"
"Rural vernacular sometimes have very much dyed in color of feudal society, for instance in rural area of Nepal, community members are categorised, discriminated sometimes governance by caste and gender. When we talking about rural vernacular, we can hardly avoid these cultural settings. What do you think about these feudal vernacular in rural area? ,,,"
"In example of Diaolou, labours sended money back from overseas for the local construction, thus transformed the vernacular setting.Similar situations are also happening in China now. Migrant workers work in large cities and financially support the construction of their home village. The economy change results in dramatic change of indigenous materiality and culture. (below is the photo I took in Fujian Tulou, a newly added building attached to the original Tulou ) What do you think about this kind of change? And why?,5,,"
"How natural and man-made settlement are affecting rural vernacular?Take Diaolou or any other cases as example for illustration. And discuss whether the natural or man-made setting influence the settlement to a larger extent.,,,"
"In a rural setting, buildings are usually located in an agri-landscape setting, such as farmland, orchards, etc. In recently year, Chinese government encourages for new village development, called &quot;Meili Village Construction&quot; (Beautiful Village Construction),  with a planning/new design taken by professional designers or architects, eco-tourism or agri-tourism are also planned for the village's economic sustainable development with its rich natural and agricultural resources. What do you think when the conscious decisions made by the gov./professionals to the rural vernacular development? ,,,"
"Music is often a resource class that children attend once a week.  But we learned this summer how the Montessori musical bells can really help children refine their ability to distinguish different tones.  Is there a cheaper way to incorporate music into the classroom because those bells are probably expensive.  ,,,"
"The sensitive period for the senses occurs early in a child's life.  Does this mean that sensorial material is not slowly taken out of the classroom in the elementary and middle school years?,,,"
"In place based education for preschoolers how in depth should I get in terms of a scientific perspective within the classroom?  I find it difficult to continue the exploration of the outdoors inside the classroom.,,,"
"In such a culture rich predominantly Hawaiian town, how do I make the learning and field experiences relevant to my non-Hawaiian students or those that don't identify with Hana because they just moved here?,,,"
"Since sensorial works in the classroom are proven to be important to the development of a young child, how important is it to create a balance of works in the classroom to serve development of all the senses? What is the best way to execute this, and what might this look like? ,,,"
"How appropriate is it to have background music (classical) playing in the classroom while the children are working? Is it considered noise and distracting or can it be calming and help the child focus? ,,,"
"How old does the child have to be to fully understand the sensorial aspect of the classroom and lessons being taught? How early does the child start to use their senses and it connect cognitively?,,,"
"Can sensorial be integrated into each aspect of the classroom? ,,,"
"If vernacular buildings are &quot;architecture without architects&quot;, and the buildings are no longer quite vernacular after architects and developers are involved, does it mean vernacular buildings no longer are in demand? If every building are vernacular, will they be able to support the cities rapid growth?,5,,"
"test no correct answers,,,"
"Who was John Paul Jones to the British citizens?,,,"
"Why did the American army of farmers with guns win over the best army in the world?,,,"
"Why did the soldiers in Valley Forge build small cabins?,,,"
"Who signed the Declaration of Independence?,,,"
"Who throws a pumpkin at Ichabod Crane in the &quot;Legend of sleepy hollow&quot;,,,"
"why is George Washington a good leader ,,,"
"Who wrote the pamphlet Common Sense?,,,"
"  Why did  General Washington get a well trained army at the end of winter?,,,"
"Why did Ichabod leave Tarry town?,,,"
" What was one one of the French generals who joined George Washington at Valley Forge?,,,"
"What was Thomas Paine's phamplet he created called?,,,"
"what french man at the age of nineteen joined the continental army?,,,"
"Who was the the greatest general of the British?,,,"
"Why was General Cornwallis depend on the British Fleet,,,"
"Hutton mentioned that linguistic, for example in the form of dense signage along the street, contributes to the vernacular memory and landscape. As the traditional cantonese neon signage are replaced by 'decontextualized semiotic' signs of global trends, how will this change the urban experience to the locals? e.g. memories, identity, etc. ,,,"
"How far is it to the center of the Earth?,,,"
"How were the continents made?,,,"
"Rural vernacular is based on the growth of families through generations.  If new immigrants causes population to spike in a developed rural area, would it be consider as a town? To what degree do you think rural vernacular will lose its value?,4,,"
"Why are you here at this conference?,5,,"
"#include &lt;iostream&gt;using namespace std;void binario (int NumEn) {    if (NumEn&gt;1) binario(NumEn/2);    cout&lt;&lt;NumEn%2;}int main(){    int NumEn;    do{        cout &lt;&lt; &quot;Por favor ingrese el numero entero que quiere convertir a binario&quot; &lt;&lt; endl;        cin&gt;&gt;NumEn;        if (NumEn&lt;0)            cout&lt;&lt;&quot;Error&quot;    }    while (NumEn&lt;0);    cout&lt;&lt;&quot;Numero:&quot;&lt;&lt;NumEn;    cout&lt;&lt;&quot;Binario:&quot;;    binario(NumEn);    return 0;},,,"
"What do you want to inspire us with your speech?,,,"
"how to innovate educational IT in environments with resistance to change?,4,,"
"as getting students to understand that not only enough access to information, but know how to use it for solving specific problems?,4,,"
"Do you think machines will displace human jobs at a fast enough pace and scale to cause short term social unrest?  Why or Why not?,5,,"
"What are the pros and cons of artificial intelligence? Do cons outweigh the pros? If so, should we stop advancing the field of artificial intelligence?,5,,"
"The machine stores information and have faster access. Therefore what is more important,  the information or action protocols.?,5,,"
"How social skills of students are  served through this model?,1,,"
"do wee need to learn languages in the future? or do you think that Siri will speak instead of us? ,5,,"
"most future jobs does not exist nowadays, so whay to teach our kids beyond critical thinking and those stuff?,4,,"
"How social skills of students are  served through this model?,3,,"
"Is education and technology ironically creating inequities -- haves and have nots?  ,5,,"
"Will the rise of AI create an increased need for education and also put pressure on population growth?,4.5,,"
"AI .... is this our future?,5,,"
"How could a supercomputer with artificial intelligence come to rule the world,5,,"
"I am really afraid of water pollution, how long do you think that artificial intelligence will help to improve it? ,5,,"
"do you have creativity? yes or not ? if not try to play with a kid frequently :D ,,,"
"How can i make my own smile box?,3,,"
"Which of these is not an advantage of wind energy?,,,"
"Which of these advantages of wind energy do you think is the most crucial?,,,"
"Do you think that the world should use wind as a major source of energy?,,,"
"What form does wind energy usually come in?,,,"
"the components of an electric circuit can be arranged in __________ or __________.,,,"
"an electric circuit can be represented using a___________.,,,"
"what is a circuit diagram ?,,,"
"what is a parallel  circuit ?,,,"
"what is a medium?,,,"
"How long does it take for one to properly acclimatize to a higher altitude?  ,1,,"
"Which state it the American Olympic team most likely to train in? ,2,,"
"What 2 factors need to acclimate in order to stop feeling sick in high altitudes? ,1,,"
"People from which country have the greatest advantage when it comes to high altitude sports? ,3,,"
"what is the meaning of the conference,,,"
"What would you invent if you could combine two tools into one? For example, a spork is an eating utensil that combines the curved scoop of a spoon with several fork tines. Why do you think your invention would be useful and in what situations would it be used? ,4.33,,"
"How do we encourage our students to ask high order thinking questions?,5,,"
"How does PLC  help you to improve your craft?,,,"
"What does SMILE mean?,5,,"
"Which of these contains an acid?,5,,"
"Where are we?,2.33,,"
"What is Lenz's Law?,,,"
"How does lenz's law affect the forces present in a rail gun?,,,"
"How could you turn the process of photosynthesis into a recipe? ,4,,"
"Develop an experiment to verify Lenz's Law.,,,"
"How can you motivate student to use this?,,,"
"How do we provide opportunities for students to make connections between different concepts in order to see the bigger picture?,,,"
"What is the organelles responsible for protein synthesis?,,,"
"What is the organelles responsible for protein synthesis?,,,"
"On which of these slopes does the ball roll down with increasing speed and deceasing acceleration? (Neglect frictional force),3.6,,"
"Regarding the issue of the militarisation of the Arctic (where various countries are trying to send weapons to the Arctic to try and claim the land for itself since there is a possible trade route as well as a lot of oil and gas resources under the ice), what do you think is Israel's stand towards this issue?(Please comment your answer down below instead since there are endless answers. Thank you!),3,,"
"What is the formula for speed,1.61,,"
"What is meant by terminal velocity?,2.05,,"
"A ball has a mass of 500g. It travels towards a boy at 20m/s. The boy kicks the ball with a velocity of 150000cm/min. What is the force exerted on the ball during contact?,2.33,,"
"Two identical lorries collide head on. Each lorry is traveling at 400 km/h. The impact force on each lorry is the same as hitting a solid wall at: ,3.99,,"
"A car of mass 300kg stops at the petrol kiosk. After refilling the petrol, the car starts to accelerate at a constant rate of 2m/s^2 along a rough road. If the total frictional force acting on each car wheel is 100N, calculate the forward force of the car.,2.5,,"
"This is a velocity-time graph. Which of the following shows an object that moves at an increasing speed then brake and move in an opposite direction?,3,,"
"A ball is thrown upwards and caught when it comes back down. In the absence of air resistance, the speed of the ball when caught would be ,1.8,,"
"You can run in a circle with a constant velocity. Yes or no?,2,,"
"A car of mass 2000kg is traveling at a constant speed of 40m/s. What is the net force acting on the car?,1,,"
"A tub, containing some water, has a total mass of 0.300kg. The tub rests on a weighing scale. A 250g copper triangular prism, density 8.93x10^3 kg/m^3, is suspended so that it is completely immersed in water, but does not touch the bottom of the beaker. What is the reading on the weighing scale in newtons? The density of water is 1.00x10^3 kg/m^3.,3.69,,"
"If an object of mass 9 kg starts from rest and attains a velocity of 24 m/s after 6 s, then the force acting on it is:,2.5,,"
"A car travels 90m due north in 15 seconds. The car then turns around, facing south, and travelled 40m in 5 seconds. What is the magnitude of the average velocity of the car during the 20 seconds interval?  ,3,,"
"Which is the CG that will make the man be stable,2.08,,"
"If a car is moving at constant velocity. What is the frictional force acting on the car if the car is traveling at constant velocity. ,3.43,,"
"What is the net force on a 200g ball when it hits a wall with acceleration of 10m/s2?,2.71,,"
"Why do you feel weightlessness during free fall even though Gravity is acting on you,4.02,,"
"What would be the reasonable estimate for the volume of a metre rule?,3,,"
"Which of the following is in neutral equilibrium ?,2.8,,"
"A feather is dropped on the moon from a height of 1.40 meters. The acceleration of gravity on the moon is 1.67 m/s2. Determine the time for the feather to fall to the surface of the moon.,4,,"
"A rod made of a rare type of metal has a density of 5kg/m^3. What is the density of a rod half its size that is made of the same metal?,2.92,,"
"An airplane accelerates down a runway at 3.20m/s^2 for 32.8s until it finally lifts off the ground, determine distance travelled before the plane took off.,4,,"
"Why is the base area of a lamp heavy,2.71,,"
"How far will a block starting from rest fall freely in 3 seconds? Assume acceleration due to gravity=10m/s^2.,3.52,,"
"A boy pushes himself forward in a swimming pool. Which one of Newton's laws of motion describes this,2.38,,"
"A car accelerates from rest at4m/s2. What is the velocity of the car after 4s? After 4seconds, the car applies the brakes and comes to a full stop after 2 seconds. What is the acceleration of the car?,4.33,,"
"If an astronaut who has a mass of 90kg,  landed on an unknown planet and took 0.5s to drop for 3.0m from a rocket, what was his weight?,3,,"
"If a net force of 7 N was constantly applied on 400 g object at rest, how long will it take to raise its velocity to 80 m/s?,3,,"
"Find the least amount of force exerted on the hand needed for the women to be able to do a push up,3.43,,"
"A man has a mass of 90 kg. what is his mass on the moon,2.23,,"
"Usain Bolt, during his 100m sprint in Olympics, ran 35m in 4s. Suppose a sedan with a constant acceleration of 3.44 m/s^2 which started from rest was racing beside him during that race, how much ahead of the sedan would Usain Bolt at the 35 meter mark? Answer in meters.,5,,"
"In a carnival, there is a game called the 'High Striker' where you hit a lever with a mallet to make a puck rise upwards. If the lever is hit with enough force, the puck will strike the bell at the top of the &quot;tower&quot; which is the main objective of this game. Bob decided to try the game. When he struck the lever, the puck rose to a height of 12.5cm. On his second attempt, he struck the lever with more force, 20N more than his first attempt. The puck ended up 2.8cm away from the bell. Given that the tower is 30cm tall, how much force is required to make the puck strike the bell?,5,,"
"A car travels at slow speed. It slides over a patch of ice even though the driver pulls the brakes.. This is due to:,2.63,,"
"Two planes are flying towards each other at the same speed.  If the first plane flies at velocity V,  what is the velocity of the second plane?,4.5,,"
"In a military experiment, a bullet, weighing 50 grams, was fired from a sniper rifle. The bullet then hits a kevlar vest of thickness 50cm and gets stopped by the vest. Each centimetre of kevlar offers 50N of resistance. Assuming that the bullet gets stopped 20 cm into the middle of the kevlar vest, what was the time taken for the bullet to stop completely? Taking the distance from the mouth of the barrel to the start of the block of kevalr travelled to be 120m and that there is a constant resistance against the bullet of 1N.Find the total time taken for the bullet to travel from the mouth of the sniper rifle to its stop point if the time taken is greater than 2 seconds. Correct to 4.s.f. ,2.6,,"
"An object of mass 5 kg rests on a horizontal surface. The object is pulled to the left by a force of 10N and to the right by a force of 15N. Assuming that there is no friction, calculate the acceleration of the object. ,1.71,,"
"An elephant is on one end of a plank resting on a pivot is it possible for any of these objects to balance it? The plank can be of any length,1.82,,"
"If the Eiffel Tower has a mass of 10,000,000 kg. A 100:1 scale model of the tower made from the same material will have a mass of...,3.17,,"
"A bottle full of water has a mass of 200 g. When the same bottle is filled with liquid X, the mass becomes 220g. If the mass of the empty bottle is 100 g, what is the density of liquid X in g cm-3? (Take the density of water as 1.0 g cm-3),2.94,,"
"An astronaut in space wants to compare the mass of two balls. He holds the two balls in each of his hands and moves both hands up and down slightly for a few times. What is the reason for doing so.,3,,"
"An aero plane accelerates down a runway at 3.20 M/s2 for 3.28 s until it is finally lifts off the ground. Determine the distance travelled before takeoff,3.25,,"
"There is an insect flying in the car. For the fly to continue to hover at the same spot in the car, it must......,3.91,,"
"Can you see the question?,1,,"
"What symbol does not represent Poseidon?,2,,"
"Why did Zeus at one point hate Hera?,2.67,,"
"Athens won the peloponnesian war.,1.33,,"
"Both the bald eagle and panda represent important values from American and Chinese culture, respectively. What does the panda represent to people in the U.S.? What does the bald eagle represent to people in China?,,,"
"How did Hera try to kill Hercules,2.67,,"
"How does an animal come to be regarded as something that isn't culturally acceptable to eat or disrespect? ,,,"
"What Animals represent Hera?,1.67,,"
"What would an American student's reaction be if they were to spend a day in a Chinese school? What would a Chinese studen'ts reaction be if they were to spend a day in an American school?,,,"
"Why did Cronus eat his children?,2.5,,"
"who is athena's father?,1,,"
"The Parthenon is dedicated to Hera.,2.5,,"
"how many gods IN ALL are there? NOT JUST THE MAJOR GODS,3,,"
"Who cursed the Oracle of Delphi?,2.5,,"
"Sparta was a democracy.,1.33,,"
"Was Cronus a Titan?,1,,"
"What culture does the the word climate come from?,1,,"
"What is the Ancient Greek word for climate?,1,,"
"What is a difference between climate and weather? (2 answers),2.5,,"
"What type of atmospheric phenomena does weather involve?,,,"
"Which of the following is not true? (More than one answer),1,,"
"What is ENSO?,,,"
"What is ENSO?,,,"
" is evaporation different from transpiration?,,,"
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,"
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,"
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,"
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,"
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,"
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,"
"3. Explain the possible effect of the pull of gravity on the density and the air pressure of the atmosphere.,,,"
"[Easy] A force of 2N is exerted on a toy cart, moving it to the right. The toy cart of mass 1kg moves with a constant velocity of 2m/s to the right on a horizontal table. Which of the following statement is incorrect?,4,,"
"[Intermediate] Ten identical steel balls were immersed in a measuring cylinder containing 120 cm^3 (cm cube) of water. If the mass of each steel ball is 27g and the density of steel is 9g/cm^3, what is the new reading of the water level.,5,,"
"[Advanced] An object is dropped from an airplane moving horizontally at constant speed and at 5000m above the ground. Which of the following best describes the motion of the object during the fall?,4.67,,"
"[Easy] A cube with sides 3.0cm long is made from a material with a density of 9g/cm^3. What is the mass of the cube?,4,,"
"[Intermediate] When a block of wood of mass 2kg is pushed along the horizontal flat surface of a bench, the friction force measured is 4N. When the block is pushed along the same bench with a force of 10N, it moves with a constant ________.,5,,"
"Medium difficulty question: A train is travelling at 20m/s. Suddenly, the train stops at rest in 4 seconds. Calculate the deceleration of train.,5,,"
"Easy question: An apple is held from a branch. What is the force present in the branch that keeps the apple intact onto the branch?,4.21,,"
"Hard level: Mr Ong threw a pair of pants into the air at an initial speed of 40m/s. How long will it take for Mr Ong to get the pair of pants again?,4.28,,"
"Why do tightrope walkers carry a long pole?,2.83,,"
"The Philosopher's Stone has a mass of 750g on Earth. Dolores, an alien, decided to bring back the stone to her home planet. When measured on a spring balance, its weight is 18N. What is the gravitational force on Dolores' planet?,2,,"
"A blue car has a mass of 3000kg. The car accelerates from rest to 3m/s in 12s. The frictional force on the road is 400N. Hence, calculate the force exerted by the car engine.,2.83,,"
"Which of the following is the power for the prefix micro?,1.58,,"
"A trolley weighing 5.0N is pulled along a level bench by a horizontal force of 10N.The force of friction acting on the wheels of the trolley is 2.0N.What is the size of the resultant force causing the trolley to accelerate?,3,,"
"An object is accelerating at 13m/s^2 .  Find its acceleration in km/h^2 .,3,,"
"Easy: Which of the following reduces the negative effects of friction?,4.91,,"
"Medium: Which of the factors do not follow Newton's Second Law of Motion?,4,,"
"An object falls freely from rest for 10 s. What is the stones displacement during this time. Taking g=10m/s^2.,2,,"
