"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
"경기도 수원시",경기도 수원시 팔달구 창룡대로104번길 158,경기도 수원시 팔달구 남수동 7-3,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2814872,127.0208108,2021-02-08
"경기도 수원시",경기도 수원시 장안구 연무로42번길 52-4,경기도 수원시 장안구 연무동 215,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2968484,127.0282807,2021-02-08
"경기도 수원시",경기도 수원시 권선구 고색로 126,경기도 수원시 권선구 고색동 112,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2519342,126.9905057,2021-02-08
"경기도 수원시",경기도 수원시 권선구 고현로5번길 15,경기도 수원시 권선구 고색동 282-56,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2481855,126.9867868,2021-02-08
"경기도 수원시",경기도 수원시 권선구 고색로 65,경기도 수원시 권선구 고색동 47-3,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2507079,126.9839572,2021-02-08
"경기도 수원시",경기도 수원시 권선구 고산로 35,경기도 수원시 권선구 고색동 64-2,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.249464,126.9812298,2021-02-08
"경기도 수원시",경기도 수원시 권선구 구운중로32번길 1,경기도 수원시 권선구 구운동 495-8,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2776288,126.9745918,2021-02-08
"경기도 수원시",경기도 수원시 권선구 구운중로32번길 36,경기도 수원시 권선구 구운동 497-5,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2770706,126.9762608,2021-02-08
"경기도 수원시",경기도 수원시 권선구 매곡로 68,경기도 수원시 권선구 금곡동 252,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.270261,126.9546502,2021-02-08
"경기도 수원시",경기도 수원시 권선구 당진로32번길 65,경기도 수원시 권선구 당수동 177-13,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2913762,126.9440134,2021-02-08
"경기도 수원시",경기도 수원시 권선구 당진로 29-4,경기도 수원시 권선구 당수동 261-2,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2914553,126.9401226,2021-02-08
"경기도 수원시",경기도 수원시 권선구 당수로119번길 8,경기도 수원시 권선구 당수동 447,생활방범,3,200,360도전방면,30,2017-06,031-228-3308,37.2835714,126.9401178,2021-02-08
"경기도 수원시",경기도 수원시 권선구 상탑로 131,경기도 수원시 권선구 서둔동 357-26,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2709273,126.9853953,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세화로141번길 34-12,경기도 수원시 권선구 서둔동 35-6,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2644316,126.9917324,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서호동로26번길 19,경기도 수원시 권선구 서둔동 45-13,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2676573,126.9915065,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서둔로192번길 5,경기도 수원시 권선구 서둔동 95-1,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.268791,126.9802547,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 서둔동 54-7,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2654314,126.9886208,2021-02-08
"경기도 수원시",경기도 수원시 권선구 권선로530번길 26,,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2620713,127.0087552,2021-02-08
"경기도 수원시",경기도 수원시 권선구 권선로564번길 28,,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2615485,127.0124527,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세지로67번길 31,,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2583495,127.0155298,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서수원로594번길 194,경기도 수원시 권선구 입북동 633-34,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2834272,126.9603477,2021-02-08
"경기도 수원시",경기도 수원시 권선구 상탑로53번길 1,경기도 수원시 권선구 탑동 301,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2715114,126.9767814,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 탑동 788-1,생활방범,5,200,360도전방면,30,2017-01,031-228-3308,37.2721232,126.9731733,2021-02-08
"경기도 수원시",경기도 수원시 권선구 하탑로41번길 33,경기도 수원시 권선구 탑동 847-1,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2704568,126.9754514,2021-02-08
"경기도 수원시",경기도 수원시 권선구 권선로 418-11,경기도 수원시 권선구 평동 20-35,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2617109,126.997809,2021-02-08
"경기도 수원시",경기도 수원시 권선구 칠보로129번길 15,경기도 수원시 권선구 호매실동 453-30,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2667372,126.9528938,2021-02-08
"경기도 수원시",경기도 수원시 권선구 칠보로88번길 62,경기도 수원시 권선구 호매실동 652-1,생활방범,3,200,360도전방면,30,2017-06,031-228-3308,37.2644548,126.9465934,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고등로 79,경기도 수원시 팔달구 고등동 37-14,생활방범,6,200,360도전방면,30,2017-06,031-228-3308,37.2735415,127.0058359,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달산로 108,경기도 수원시 팔달구 고등동 42-139,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2780735,127.0095007,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고화로30번길 11,경기도 수원시 팔달구 고등동 62-1,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2720998,127.0076398,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고화로81번길 12,경기도 수원시 팔달구 고등동 8-21,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2766771,127.005588,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로56번길 5,경기도 수원시 팔달구 고등동 86-8,생활방범,3,200,360도전방면,30,2017-06,031-228-3308,37.269541,127.0046971,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로70번길 43,경기도 수원시 팔달구 고등동 95-18,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2717125,127.0033329,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 효원로73번길 17,경기도 수원시 팔달구 교동 163-18,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.267991,127.0105032,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 향교로 129,경기도 수원시 팔달구 교동 79-1,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2724598,127.014337,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 수원천로202번길 17,경기도 수원시 팔달구 매교동 224-7,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2714591,127.0189256,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 매산로130번길 37,경기도 수원시 팔달구 매교동 28-2,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2703242,127.0158136,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 향교로 1-1,경기도 수원시 팔달구 매산로1가 16-8,생활방범,5,200,360도전방면,30,2016-12,031-228-3308,37.2675137,127.0013374,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 향교로 24,경기도 수원시 팔달구 매산로2가 29,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2681804,127.0037838,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고화로 5,경기도 수원시 팔달구 매산로2가 4-4,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2700454,127.0079441,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 효원로 26,경기도 수원시 팔달구 매산로3가 124-6,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.271406,127.0086996,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 효원로60번길 16,경기도 수원시 팔달구 매산로3가 81-1,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.267928,127.0084175,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 세류로61번길 24,경기도 수원시 팔달구 매산로3가 109-2,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2653782,127.0069179,2021-02-08
"경기도 수원시",경기도 수원시 장안구 송정로24번길 47,,생활방범,5,200,360도전방면,30,2013-02,031-228-3308,37.2947066,127.0011451,2021-02-08
"경기도 수원시",경기도 수원시 장안구 파장천로26번길 9,경기도 수원시 장안구 파장동 586-20,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.3076181,126.9954484,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수일로107번길 33,경기도 수원시 장안구 송죽동 93,생활방범,3,200,360도전방면,30,2017-06,031-228-3308,37.3104836,127.0032316,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 천천동 81-6,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.3038683,126.9822858,2021-02-08
"경기도 수원시",경기도 수원시 장안구 창훈로8번길 2,경기도 수원시 장안구 연무동 245-49,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2929824,127.0309973,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 구운동 543,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2837924,126.9769237,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세지로 115-1,,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2620433,127.0189461,2021-02-08
"경기도 수원시",경기도 수원시 권선구 곡선로50번길 45-4,경기도 수원시 권선구 곡반정동 577-1,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2366055,127.0287563,2021-02-08
"경기도 수원시",경기도 수원시 권선구 곡반정로65번길 9-34,경기도 수원시 권선구 곡반정동 595-12,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.2337407,127.0264452,2021-02-08
"경기도 수원시",경기도 수원시 권선구 곡반정로13번길 2,경기도 수원시 권선구 곡반정동 607-8,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2319391,127.0235035,2021-02-08
"경기도 수원시",경기도 수원시 권선구 권선로699번길 24-27,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2597348,127.0296661,2021-02-08
"경기도 수원시",경기도 수원시 권선구 동수원로285번길 6,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2552371,127.0356387,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세지로140번길 14,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2636829,127.0211448,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세권로166번길 31,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2545463,127.0218414,2021-02-08
"경기도 수원시",경기도 수원시 권선구 덕영대로1217번길 43,,생활방범,4,200,360도전방면,30,2016-11,031-228-3308,37.2506534,127.0243653,2021-02-08
"경기도 수원시",경기도 수원시 권선구 권중로56번길 26-4,,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2529319,127.0301371,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세지로27번길 33,,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2549348,127.0137257,2021-02-08
"경기도 수원시",경기도 수원시 권선구 경수대로225번길 19,,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2471586,127.0162492,2021-02-08
"경기도 수원시",경기도 수원시 권선구 새터로 3-3,,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.2549892,127.0081685,2021-02-08
"경기도 수원시",경기도 수원시 영통구 매여울로53번길 11,,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2725433,127.0438091,2021-02-08
"경기도 수원시",경기도 수원시 영통구 매봉로35번길 32-26,,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.2725675,127.0514195,2021-02-08
"경기도 수원시",경기도 수원시 영통구 신원로 144,경기도 수원시 영통구 신동 339-6,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.2493006,127.0568373,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 영통동 2-1,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.2659064,127.0741092,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 영통동 1064,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.2508812,127.0671969,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 중부대로34번길 15,경기도 수원시 팔달구 인계동 754-1,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2743511,127.021091,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 인계동 813-49,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2735939,127.0227482,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 장다리로233번길 20,경기도 수원시 팔달구 인계동 970-9,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2708724,127.0251151,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수성로262번길 24,경기도 수원시 장안구 영화동 400-25,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.2890392,127.0020925,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 율전동 318-6,생활방범,4,200,360도전방면,30,2017-12,031-228-3308,37.3003686,126.9668686,2021-02-08
"경기도 수원시",경기도 수원시 장안구 율전로63번길 2,경기도 수원시 장안구 율전동 377-7,생활방범,5,200,360도전방면,30,2017-12,031-228-3308,37.2958183,126.9663971,2021-02-08
"경기도 수원시",경기도 수원시 장안구 율전로85번길 17-4,경기도 수원시 장안구 율전동 388-1,생활방범,5,200,360도전방면,30,2017-12,031-228-3308,37.2975125,126.9673436,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 이목동 145-13,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.3194273,126.9744746,2021-02-08
"경기도 수원시",경기도 수원시 장안구 장안로 247-24,,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.3032029,126.9926403,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수일로219번길 2,,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.3064284,127.0141165,2021-02-08
"경기도 수원시",경기도 수원시 장안구 금당로9번길 57,,생활방범,3,200,360도전방면,30,2013-12,031-228-3308,37.3039868,127.0125596,2021-02-08
"경기도 수원시",경기도 수원시 장안구 경수대로 940,,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.303068,127.0080365,2021-02-08
"경기도 수원시",경기도 수원시 장안구 파장천로 88,경기도 수원시 장안구 파장동 327-1,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.3120963,126.9988096,2021-02-08
"경기도 수원시",경기도 수원시 장안구 파장천로66번길 21,경기도 수원시 장안구 파장동 375-19,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.3102042,126.9986969,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 파장동 422-35,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.3081769,126.9998363,2021-02-08
"경기도 수원시",경기도 수원시 장안구 파장천로12번길 7,경기도 수원시 장안구 파장동 588-27,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.3066179,126.9946477,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 창룡대로104번길 76-7,경기도 수원시 팔달구 남수동 11-604,생활방범,5,200,360도전방면,30,2017-12,031-228-3308,37.2845683,127.0235066,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 신풍동 123-126,생활방범,4,200,360도전방면,30,2017-12,031-228-3308,37.2835698,127.0097492,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 화서문로42번길 23,경기도 수원시 팔달구 신풍동 138-1,생활방범,4,200,360도전방면,30,2017-12,031-228-3308,37.2842633,127.0132788,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 세지로306번길 7-3,경기도 수원시 팔달구 지동 124-1,생활방범,5,200,360도전방면,30,2017-09,031-228-3308,37.2784592,127.0241928,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 창룡문로 89,경기도 수원시 팔달구 지동 270-1,생활방범,5,200,360도전방면,30,2017-09,031-228-3308,37.2847122,127.0248937,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 수원천로264번길 11,경기도 수원시 팔달구 지동 400-18,생활방범,3,200,360도전방면,30,2017-09,031-228-3308,37.2769552,127.0199754,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 동말로47번길 42,,생활방범,5,200,360도전방면,30,2017-12,031-228-3308,37.2805695,126.9983716,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 동말로37번길 30,,생활방범,4,200,360도전방면,30,2017-12,031-228-3308,37.2795693,126.9975372,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달로165번길 12,,생활방범,3,200,360도전방면,30,2017-12,031-228-3308,37.2830383,127.0055657,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 동말로68번길 21,,생활방범,4,200,360도전방면,30,2017-12,031-228-3308,37.2777043,127.0015289,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 화산로6번길 40-4,,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.2861549,126.9870945,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 일월로42번길 14-28,,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2859285,126.9802045,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서부로1538번길 39,경기도 수원시 권선구 고색동 373-12,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.2471572,126.9799569,2021-02-08
"경기도 수원시",경기도 수원시 권선구 금호로23번길 22,경기도 수원시 권선구 금곡동 245-70,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2697113,126.9544251,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 서둔동 17-225,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2629631,126.9935026,2021-02-08
"경기도 수원시",경기도 수원시 권선구 여기산로 16,경기도 수원시 권선구 서둔동 260-43,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.278648,126.9792821,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서호로 16,경기도 수원시 권선구 서둔동 92-7,생활방범,4,200,360도전방면,30,2018-01,031-228-3308,37.2642142,126.9826461,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세류로38번길 10,,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2621524,127.0080338,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세지로131번길 13,,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.263548,127.0190592,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 입북동 103-4,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.3005788,126.9510329,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 입북동 157-23,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2983742,126.9576775,2021-02-08
"경기도 수원시",경기도 수원시 권선구 입북로26번길 20,경기도 수원시 권선구 입북동 236-3,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2938161,126.9607253,2021-02-08
"경기도 수원시",경기도 수원시 권선구 평동로 114-3,경기도 수원시 권선구 평동 21-119,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.260152,126.9956673,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 효원로85번길 53,경기도 수원시 팔달구 교동 168-4,생활방범,4,200,360도전방면,30,2013-12,031-228-3308,37.2688469,127.0114503,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 매교동 179-71,생활방범,5,200,360도전방면,30,2013-12,031-228-3308,37.2662963,127.0177295,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 매산로 8-5,경기도 수원시 팔달구 매산로1가 57-9,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.2666847,127.0025663,2021-02-08
"경기도 수원시",경기도 수원시 장안구 덕영대로445번길 74,경기도 수원시 장안구 율전동 107-3,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.3041454,126.9720891,2021-02-08
"경기도 수원시",경기도 수원시 장안구 서부로2207번길 8,경기도 수원시 장안구 율전동 111-1,생활방범,4,200,360도전방면,30,2017-01,031-228-3308,37.3053978,126.9720661,2021-02-08
"경기도 수원시",경기도 수원시 장안구 덕영대로381번길 71,경기도 수원시 장안구 율전동 168-48,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.3025672,126.9670931,2021-02-08
"경기도 수원시",경기도 수원시 장안구 상률로12번길 28,경기도 수원시 장안구 율전동 545,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.3062341,126.9664484,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 율전동 285-1,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2999824,126.9710645,2021-02-08
"경기도 수원시",경기도 수원시 장안구 화산로285번길 27,경기도 수원시 장안구 율전동 355-2,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2988993,126.9649519,2021-02-08
"경기도 수원시",경기도 수원시 장안구 율전로80번길 18,경기도 수원시 장안구 율전동 414-25,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2955664,126.9678182,2021-02-08
"경기도 수원시",경기도 수원시 장안구 서부로 2128,경기도 수원시 장안구 율전동 285-8,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2981535,126.9717871,2021-02-08
"경기도 수원시",경기도 수원시 장안구 상률로46번길 17-7,경기도 수원시 장안구 율전동 491-7,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.3051451,126.9706449,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 율전동 544 -3,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.3057297,126.9669563,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 이목동 345-1,생활방범,3,200,360도전방면,30,2017-05,031-228-3308,37.3084003,126.981698,2021-02-08
"경기도 수원시",경기도 수원시 장안구 연무로 53,경기도 수원시 장안구 연무동 234,생활방범,8,200,360도전방면,30,2018-12,031-228-3308,37.2953983,127.0255283,2021-02-08
"경기도 수원시",경기도 수원시 장안구 만석로159번길 39,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.303068,126.9967573,2021-02-08
"경기도 수원시",경기도 수원시 장안구 대평로142번길 35-5,,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.3012926,126.991806,2021-02-08
"경기도 수원시",경기도 수원시 장안구 정자천로189번길 47,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.298013,126.9934757,2021-02-08
"경기도 수원시",경기도 수원시 장안구 천천로22번길 34,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2936787,126.9892019,2021-02-08
"경기도 수원시",경기도 수원시 장안구 천천로74번길 92,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.3004003,126.9887044,2021-02-08
"경기도 수원시",경기도 수원시 장안구 만석로20번길 25,,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2946243,126.9856492,2021-02-08
"경기도 수원시",경기도 수원시 장안구 천천로21번길 33,,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2923717,126.9854467,2021-02-08
"경기도 수원시",경기도 수원시 장안구 정자천로133번길 26,,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.294598,126.9918408,2021-02-08
"경기도 수원시",경기도 수원시 장안구 화산로141번길 10-24,경기도 수원시 장안구 천천동 265,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2963439,126.9781487,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 천천동 268,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2955151,126.9784535,2021-02-08
"경기도 수원시",경기도 수원시 장안구 정자로42번길 52,경기도 수원시 장안구 천천동 511,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2980114,126.9808099,2021-02-08
"경기도 수원시",경기도 수원시 장안구 화산로187번길 19,경기도 수원시 장안구 천천동 544,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2974247,126.9762311,2021-02-08
"경기도 수원시",경기도 수원시 장안구 하률로12번길 5,경기도 수원시 장안구 천천동 563,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.3019567,126.9753384,2021-02-08
"경기도 수원시",경기도 수원시 장안구 서부로 2107,경기도 수원시 장안구 율전동 433-79,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2967925,126.970062,2021-02-08
"경기도 수원시",경기도 수원시 장안구 서부로2168번길 5-2,경기도 수원시 장안구 천천동560-7,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.3018121,126.9736466,2021-02-08
"경기도 수원시",경기도 수원시 장안구 하률로30번길 51-30,경기도 수원시 장안구 천천동574-6,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.3000651,126.9776512,2021-02-08
"경기도 수원시",경기도 수원시 장안구 파장천로44번길 33-24,경기도 수원시 장안구 파장동 391-3,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.3090058,126.998618,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달문로 159,경기도 수원시 팔달구 우만동 530-19,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2830975,127.0333053,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세화로190번길 13,경기도 수원시 권선구 서둔동 17-160,생활방범,4,200,360도전방면,30,2013-10,031-228-3308,37.268901,126.9945391,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세지로131번길 13,경기도 수원시 권선구 세류동 820-29,생활방범,4,200,360도전방면,30,2013-10,031-228-3308,37.263575,127.0192283,2021-02-08
"경기도 수원시",경기도 수원시 권선구 경수대로309번길 11,경기도 수원시 권선구 세류동 1099,생활방범,5,200,360도전방면,30,2013-10,031-228-3308,37.2545736,127.0200605,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서둔로251번길 34-11,경기도 수원시 권선구 탑동 14-34,생활방범,5,200,360도전방면,30,2013-10,031-228-3308,37.2739893,126.9771751,2021-02-08
"경기도 수원시",경기도 수원시 권선구 동수원로146번길 16-10,경기도 수원시 권선구 곡반정동 523,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2434885,127.0325004,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 곡반정동 546,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.240633,127.029062,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1239,생활방범,3,200,360도전방면,30,2013-11,031-228-3308,37.2536055,127.0382756,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1059,생활방범,3,200,360도전방면,30,2017-05,031-228-3308,37.2553211,127.0222813,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1288,생활방범,3,200,360도전방면,30,2017-05,031-228-3308,37.251822,127.0363924,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세권로316번길 49,경기도 수원시 권선구 권선동 1307,생활방범,3,200,360도전방면,30,2017-05,031-228-3308,37.2499384,127.0378118,2021-02-08
"경기도 수원시",경기도 수원시 권선구 동탄원천로 818,경기도 수원시 권선구 권선동 1310,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2487122,127.0405613,2021-02-08
"경기도 수원시",경기도 수원시 권선구 덕영대로1323번길 25-30,경기도 수원시 권선구 권선동 1313,생활방범,3,200,360도전방면,30,2017-05,031-228-3308,37.247876,127.0346098,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세권로 36,경기도 수원시 권선구 세류동 283-2,생활방범,4,200,360도전방면,30,2013-11,031-228-3308,37.2586024,127.0078982,2021-02-08
"경기도 수원시",경기도 수원시 권선구 덕영대로1105번길 18,,생활방범,3,200,360도전방면,30,2016-11,031-228-3308,37.2540698,127.0134775,2021-02-08
