LP ID,URL,Product Name,Provider/Company Name,Sector(s),Primary Essential Function
86775,http://www.wordreference.com,WordReference.com,WordReference.com,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Thesaurus & Dictionary"
45716,http://student.classdojo.com/#/login,ClassDojo for Students,"ClassDojo, Inc.",,
36692,https://www.getepic.com/,Epic! - Unlimited Books for Kids,"Epic Creations, Inc.",PreK-12,LC - Digital Learning Platforms
17941,https://www.kidsa-z.com/main/Login,Kids A-Z,Lazel Inc.,PreK-12,LC - Digital Learning Platforms
78247,http://www.fountasandpinnell.com/,Fountas & Pinnell,"Heinemann, a division of Greenwood Publishing Group LLC",PreK-12,LC - Courseware & Textbooks
29790,http://www.hoodamath.com/,Hooda Math,Hooda Math,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
28199,https://www.iheart.com/,iHeartRadio,iHeartRadio,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Streaming Services"
41675,http://onlinelibrary.uen.org/,onlinelibrary.uen.org,Utah Education Network,PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Digital Collection & Repository"
11237,http://www.online-stopwatch.com/,online-stopwatch.com,online-stopwatch.com,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
15254,http://appinventor.mit.edu/explore/,MIT App Inventor,Massachusetts Institute of Technology,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
22856,https://www.texthelp.com/en-us/products/fluencytutor/,Fluency Tutor,"Texthelp, Inc.",PreK-12,LC - Digital Learning Platforms
88925,https://edu.google.com/expeditions/#about,Google Expeditions,Google LLC,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Digital Collection & Repository"
53775,https://play.google.com/music/listen?u=0#/sulp,Google Play Music,Google LLC,,
60825,http://study.com,Study.com,Study.com,PreK-12; Higher Ed,LC - Digital Learning Platforms
81654,https://www.tinkercad.com/,Tinkercad," Autodesk, Inc",PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
42410,https://conjuguemos.com/,Conjuguemos,Yegros Educational LLC DBA Conjuguemos,PreK-12,LC - Digital Learning Platforms
42608,https://www.raz-plus.com/,Raz-Plus,Learning A-Z,PreK-12,LC - Courseware & Textbooks
83118,https://www.legendsoflearning.com,Legends of Learning,Legends of Learning,PreK-12,LC - Digital Learning Platforms
84342,https://blindsidenetworks.com/,Blindside Networks,Blindside Networks,PreK-12; Higher Ed; Corporate,"SDO - Data, Analytics & Reporting - Site Hosting & Data Warehousing"
10745,https://wonderopolis.org,Wonderopolis,National Center for Families Learning,PreK-12,LC - Study Tools - Q&A
16164,https://www.nytimes.com,nytimes.com,The New York Times,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
69757,https://www.deltamath.com/,DeltaMath,DeltaMath,PreK-12,LC - Digital Learning Platforms
80473,http://www.didax.com/,Didax,Didax Education,PreK-12,"LC - Sites, Resources & References - Learning Materials & Supplies"
37479,https://www.frontlineeducation.com/,Frontline Education,Frontline Education,PreK-12,SDO - Human Resources
69706,http://www.performancematters.com/,PoweSchool Performance Matters,Performance Matters,PreK-12,CM - Classroom Engagement & Instruction - Assessment & Classroom Response
44025,https://www.soundtrap.com/,Soundtrap,Spotify USA Inc,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
45811,https://sciencejournal.withgoogle.com/,Google Science Journal,Google LLC,,
98102,https://wow.boomlearning.com/search?collection=Featured,Boom Cards by Boom Learning,Boom Learning (a dba of Omega Labs Inc.),PreK-12,LC - Digital Learning Platforms
26407,http://www.edmentum.com/products/academy,EdOptions Academy,Edmentum,PreK-12,LC - Online Course Providers & Technical Skills Development
84099,https://edutrainingcenter.withgoogle.com/,Google Training Center,Google LLC,,
36859,https://www.instagram.com,Instagram,Instagram,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
72468,https://outlook.live.com/owa/,Microsoft Outlook,Microsoft,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
83270,https://artsandculture.google.com/,Google Arts & Culture,Google LLC,PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Digital Collection & Repository"
76661,https://www.worldwildlife.org,WWF ~ World Wildlife Fund,World Wildlife Fund,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
13945,https://sched.com/,Sched,Sched LLC,PreK-12; Higher Ed; Corporate,CM - Classroom Engagement & Instruction - Classroom Management
11286,https://abcnews.go.com/?cid=marketing_search_ABC%20News%20-%20Branded%20General%20-%20BMM,ABC News,ABC digital,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
42725,https://www.lexialearning.com/products/core5,myLexia,Lexia Learning,PreK-12,LC - Digital Learning Platforms
26512,https://www.multiplication.com/,Multiplication.com,Multiplication.com,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
48708,http://www.storylineonline.net/,Storyline Online,SAG-AFTRA Foundation,PreK-12,"LC - Sites, Resources & Reference"
46819,https://www.tes.com/lessons,Tes Teach, Tes Global Ltd ,PreK-12,LC - Content Creation & Curation
79578,https://flippity.net/,Flippity,Flippity,PreK-12; Higher Ed,LC - Study Tools
91873,https://www.breakoutedu.com/,Breakout EDU,"Breakout, Inc",PreK-12,LC - Digital Learning Platforms
98468,https://gsuite.google.com/products/jamboard/,Jamboard,Google LLC,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
49050,https://www.freckle.com/,Freckle by Renaissance,"Renaissance Learning, Inc.",PreK-12,LC - Digital Learning Platforms
16401,https://www.pbs.org/,PBS,PBS,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
50282,https://safeshare.tv/,SafeShare,Vitzo Ltd,PreK-12; Higher Ed,CM - Classroom Engagement & Instruction - Classroom Management
52758,https://www.adobe.com/products/character-animator.html,Adobe Character Animator,Adobe Inc.,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
90153,https://www.netflix.com/,Netflix,Netflix,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Streaming Services"
77430,https://www.canvaslms.com/gauge/,Instructure,"Instructure, Inc. ",PreK-12; Higher Ed; Corporate,SDO - Learning Management Systems (LMS)
19184,http://pearsoneasybridge.com/,Savvas EasyBridge,Savvas Learning Company | Formerly Pearson K12 Learning,PreK-12,"SDO - Admissions, Enrollment & Rostering"
68713,http://www.discoveryeducation.com/what-we-offer/techbook-digital-textbooks/math/,Discovery Education Math Techbook,Discovery Education,PreK-12,LC - Courseware & Textbooks
99580,https://loom.com/,"Loom - Video Recorder: Screen, Webcam and Mic","Loom, Inc",PreK-12; Higher Ed; Corporate,CM - Virtual Classroom - Video Conferencing & Screen Sharing
96217,https://www.mathlearningcenter.org/,The Math Learning Center,The Math Learning Center,PreK-12,LC - Courseware & Textbooks
31827,https://onedrive.live.com/about/en-us/,Microsoft OneDrive,Microsoft,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
41424,https://www.commonapp.org/,Common App,"The Common Application, Inc.",PreK-12; Higher Ed,LC - Career Planning & Job Search
51288,https://www.eventbrite.com/,Eventbrite,Eventbrite,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
92894,https://www.marketwatch.com/,MarketWatch,MarketWatch,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
68845,https://info.flipgrid.com/,Flipgrid One,Microsoft,,
72758,https://www.google.com/calendar,Google Calendar,Google LLC,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
49687,https://www.snapchat.com/,Snapchat,Snap Inc.,PreK-12; Higher Ed,LC/CM/SDO - Other
20619,https://doodle.com/,Doodle,Doodle Ltd,PreK-12; Higher Ed; Corporate,CM - Classroom Engagement & Instruction - Classroom Management
63740,https://www.generationgenius.com/,Generation Genius,"Generation Genius, Inc.",PreK-12,LC - Digital Learning Platforms
18090,https://minecraft.net/en-us/,Minecraft,Microsoft,PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Games & Simulations"
45005,https://github.com/,GitHub,GitHub,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
77713,https://www.gale.com/c/testing-and-education-reference-center,Gale Presents: Peterson's Test Prep,Gale Cengage,PreK-12,LC - Study Tools - Test Prep & Study Skills
33326,https://www.ducksters.com/,Ducksters,"Technological Solutions, Inc. (TSI)",PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
50626,https://forms.office.com/,Microsoft Forms,Microsoft Education,PreK-12; Higher Ed; Corporate,CM - Classroom Engagement & Instruction - Assessment & Classroom Response
86294,https://www.kiddle.co/,Kiddle,Google LLC,PreK-12,"LC - Sites, Resources & Reference - Encyclopedia"
90929,https://www.gimkit.com/,Gimkit,Gimkit,PreK-12,LC - Digital Learning Platforms
53399,https://spark.adobe.com/about/page,Adobe Spark Page,Adobe Inc.,,
28701,https://www.luminpdf.com/,Lumin PDF,Nitrolabs Limited,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
69863,https://chrome.google.com/webstore,Chrome Web Store,Google LLC,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
17920,https://beinternetawesome.withgoogle.com/en_us/interland,Interland,Google LLC,PreK-12,"LC - Sites, Resources & Reference"
48984,https://www.safeschools.com,SafeSchools,Vector Solutions,PreK-12,"SDO - Environmental, Health & Safety (EHS) Compliance"
59434,https://app.seesaw.me/,Seesaw : The Learning Journal,Seesaw Learning Inc,PreK-12,LC - Content Creation & Curation
92918,https://www.usnews.com/best-colleges/myfit,College Compass,"U.S. News & World Report, L.P.",,
31956,https://apcentral.collegeboard.org,AP Central,The College Board,PreK-12,LC - Study Tools - Test Prep & Study Skills
74174,http://wakelet.com,Wakelet,Wakelet,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
87762,https://chrome.google.com/webstore/detail/grammarly-for-chrome/kbfnbcaeplbcioakkpcpgfkobkghlhen?hl=en,Grammarly for Chrome,Grammarly,,
20677,https://www.remove.bg,remove.bg,Kaleido AI GmbH,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
32032,https://www.signupgenius.com/,SignUpGenius,SignUpGenius,PreK-12; Higher Ed; Corporate,CM - Classroom Engagement & Instruction - Classroom Management
66838,https://www.vooks.com/,Vooks,"Vooks, Inc.",PreK-12,"LC - Sites, Resources & Reference"
79652,https://www.istockphoto.com/,iStock,iStockphoto LP,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
29158,https://storyworks.scholastic.com,Storyworks,Scholastic Inc,PreK-12,LC - Courseware & Textbooks
37373,https://www.peardeck.com/googleslides,Pear Deck for Google Slides,GitHub,PreK-12,LC - Digital Learning Platforms
12816,https://www.turtlediary.com/,Turtle Diary,TurtleDiary LLC,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
96034,http://www.roomrecess.com/,RoomRecess.com,RoomRecess.com,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
18697,https://myap.collegeboard.org/login,College Board AP Classroom,The College Board,PreK-12,LC - Study Tools - Test Prep & Study Skills
57084,https://www.coolmathgames.com,CoolMath Games,CoolMath.com LLC,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
64124,https://learn.genetics.utah.edu/,Learn.Genetics,The University of Utah ,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
47261,https://www.funbrain.com/,Funbrain,"Funbrain Holdings, LLC",PreK-12,"LC - Sites, Resources & Reference"
35201,https://www.symbolab.com/,Symbolab,EqsQuest Ltd,PreK-12; Higher Ed,LC - Study Tools
36620,https://www.disneyplus.com/,Disney+,Disney,PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Streaming Services"
54110,https://www.pandora.com/,Pandora,"Pandora Media, LLC",PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Streaming Services"
39623,https://www.spanishdict.com/,SpanishDict,Curiosity Media Inc,PreK-12; Higher Ed; Corporate,LC - Study Tools
78730,https://www.maxpreps.com/state/connecticut.htm,MaxPreps: Connecticut,CBS Interactive,,
62538,https://www.bitmoji.com,Bitmoji,Snap Inc.,PreK-12,LC - Content Creation & Curation
71152,http://phet.colorado.edu/,PhET Interactive Science Simulations,University of Colorado,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
55816,https://www.adobe.com/creativecloud/buy/education.html,Adobe Creative Cloud for Higher Ed,Adobe Inc,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
95967,https://www.livescience.com,Live Science,Future US Inc,PreK-12,"LC - Sites, Resources & Reference"
11910,https://www.pewresearch.org/,Pew Research Center,Pew Research Center ,PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Digital Collection & Repository"
37948,https://www.docusign.com/,DocuSign,DocuSign Inc,PreK-12; Higher Ed; Corporate,SDO - Other
30008,https://groups.google.com/a/learnplatform.com/forum/#!overview,Google Groups,Google LLC,PreK-12; Higher Ed; Corporate,CM - Classroom Engagement & Instruction - Classroom Management
48010,https://site.gcntraining.com,GCN Training,Global Compliance Network Inc,PreK-12; Higher Ed; Corporate,LC - Online Course Providers & Technical Skills Development
80972,https://www.explorelearning.com,ExploreLearning,"ExploreLearning, LLC",PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
99789,https://www.evite.com,Evite,Evite,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
75206,https://www.ixl.com,IXL,IXL Learning,PreK-12,LC - Digital Learning Platforms
77320,https://www.lakeshorelearning.com,Lakeshore,Lakeshore Learning Materials,PreK-12,"LC - Sites, Resources & References - Learning Materials & Supplies"
29806,https://www.mathworksheets4kids.com,Math Worksheets 4 Kids,Math Worksheets 4 Kids,PreK-12,LC - Study Tools
98845,https://meet.google.com/_meet,Meet,Google LLC,PreK-12; Higher Ed; Corporate,CM - Virtual Classroom - Video Conferencing & Screen Sharing
28467,https://www.slidescarnival.com,SlidesCarnival,SlidesCarnival,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
23644,https://www.thoughtco.com,ThoughtCo,DotDash,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
82101,https://time.com,Time,"Time USA, LLC ",PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
70878,https://musiclab.chromeexperiments.com/,CHROME MUSIC LAB,Google LLC,PreK-12; Higher Ed,LC - Content Creation & Curation
79295,https://www.quavermusic.com,QuaverMusic,Quaver Music,PreK-12,LC - Digital Learning Platforms
11313,http://toytheater.com,Toy Theater,Toy Theater,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
69610,https://www.ducksters.com/history/,History for Kids,"Technological Solutions, Inc. (TSI)",,
19750,https://whiteboard.fi,Whiteboard.fi,Whiteboard.fi,PreK-12,LC - Content Creation & Curation
35098,https://safeyoutube.net/,SafeYouTube,Safe YouTube,,
22767,https://apps.apple.com/us/app/zoom-cloud-meetings/id546505307?ign-mpt=uo%3D4,ZOOM Cloud Meetings,"ZOOM VIDEO COMMUNICATIONS, INC.",PreK-12; Higher Ed; Corporate,CM - Virtual Classroom - Video Conferencing & Screen Sharing
26248,https://studio.code.org,Studio Code,Code.org,,
94218,http://www.viewpure.com/,ViewPure,ViewPure,PreK-12,CM - Classroom Engagement & Instruction - Classroom Management
98128,https://www.blooket.com,Blooket,Blooket LLC,PreK-12,LC - Digital Learning Platforms
21650,https://www.musictheory.net/,Music Theory,musictheory.net,PreK-12; Higher Ed,LC - Study Tools
64581,https://hulu.com,Hulu,"Hulu, LLC",PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Streaming Services"
83704,http://www.investopedia.com,Investopedia,IAC,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
70706,https://canvas.apps.chrome/,Canvas for Chrome,"Canvas Talent, Inc. ",PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
13282,https://www.schoolspecialty.com/,School Specialty,School Specialty Inc,PreK-12,"LC - Sites, Resources & References - Learning Materials & Supplies"
24396,https://www.mathsisfun.com/,Math is Fun,Mathsisfun.com,PreK-12,"LC - Sites, Resources & Reference"
22241,https://www.history.com/,History.com," A&E Television Networks, LLC",PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
93376,https://www.cultofpedagogy.com/,Cult of Pedagogy,Cult of Pedagogy,PreK-12,CM - Teacher Resources - Professional Learning
88065,https://dochub.com/,DocHub,DocHub,PreK-12; Higher Ed; Corporate,SDO - Other
37805,http://google.com/slides/about/,Google Slides,Google LLC,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
32555,http://www.innersloth.com/gameAmongUs.php,Among Us,InnerSloth,PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Games & Simulations"
87841,http://edpuzzle.com,Edpuzzle - Free (Basic Plan),EDpuzzle Inc.,,
36254,http://www.truenorthlogic.com/,True North Logic,,,
