단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,등록차량수
C1790,657,상가,경상남도,임대상가,27.75,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,28.19,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,28.88,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,28.88,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,28.88,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,28.88,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,28.88,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,42.35,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,55.17,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,82.92,1,2.0,D,,,0.0,4.0,166.0,120.0
C1790,657,상가,경상남도,임대상가,248.56,1,2.0,D,,,0.0,4.0,166.0,120.0
C2109,495,아파트,경상남도,영구임대,26.34,288,2.0,C,3138000,69820,0.0,4.0,117.0,60.0
C2109,495,아파트,경상남도,영구임대,30.48,192,2.0,C,3631000,80800,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,31.84,1,2.0,D,,,0.0,4.0,117.0,60.0
C2109,495,상가,경상남도,임대상가,126.65,1,2.0,D,,,0.0,4.0,117.0,60.0
C1698,460,아파트,경상남도,영구임대,39.0,60,1.0,C,12864000,162030,0.0,3.0,155.0,65.0
C1698,460,아파트,경상남도,영구임대,39.0,120,1.0,C,12864000,162030,0.0,3.0,155.0,65.0
C1698,460,아파트,경상남도,영구임대,39.39,156,1.0,C,12864000,162030,0.0,3.0,155.0,65.0
C1698,460,아파트,경상남도,영구임대,39.39,120,1.0,C,12864000,162030,0.0,3.0,155.0,65.0
C1698,460,상가,경상남도,임대상가,32.1,1,1.0,D,,,0.0,3.0,155.0,65.0
C1698,460,상가,경상남도,임대상가,32.1,1,1.0,D,,,0.0,3.0,155.0,65.0
C1698,460,상가,경상남도,임대상가,32.1,1,1.0,D,,,0.0,3.0,155.0,65.0
C1698,460,상가,경상남도,임대상가,32.1,1,1.0,D,,,0.0,3.0,155.0,65.0
C1866,338,아파트,경상남도,국민임대,36.63,195,1.0,A,9592000,70740,0.0,3.0,235.0,135.0
C1866,338,아파트,경상남도,국민임대,39.51,36,1.0,A,10279000,84510,0.0,3.0,235.0,135.0
C1866,338,아파트,경상남도,국민임대,46.18,36,1.0,A,12563000,119920,0.0,3.0,235.0,135.0
C1866,338,아파트,경상남도,국민임대,46.71,71,1.0,A,12563000,119920,0.0,3.0,235.0,135.0
C1005,1144,아파트,충청남도,국민임대,51.49,304,16.0,A,16205000,208470,,8.0,950.0,376.0
C1005,1144,아파트,충청남도,국민임대,51.95,600,16.0,A,16348000,210900,,8.0,950.0,376.0
C1005,1144,아파트,충청남도,국민임대,59.64,240,16.0,A,18770000,246770,,8.0,950.0,376.0
C1004,521,아파트,충청남도,영구임대,39.3,240,3.0,C,4682000,104180,,2.0,153.0,93.0
C1004,521,아파트,충청남도,영구임대,39.69,264,3.0,C,4728000,105210,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,19.0,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,14.1,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,19.31,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,21.19,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,21.19,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,22.95,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,23.4,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,23.4,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,23.4,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,23.4,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,27.23,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,31.85,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,32.29,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,35.13,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,36.47,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,50.08,1,3.0,D,,,,2.0,153.0,93.0
C1004,521,상가,충청남도,임대상가,240.22,1,3.0,D,,,,2.0,153.0,93.0
C1875,1003,아파트,충청남도,영구임대,26.37,596,5.0,C,3141000,69900,,8.0,192.0,209.0
C1875,1003,아파트,충청남도,영구임대,26.37,239,5.0,C,3141000,69900,,8.0,192.0,209.0
C1875,1003,아파트,충청남도,영구임대,31.32,149,5.0,C,3731000,83020,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,14.1,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,18.98,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,19.36,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,21.46,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,21.46,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,22.83,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,23.4,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,23.4,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,23.4,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,23.4,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,23.4,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,23.4,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,27.55,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,29.17,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,31.92,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,32.6,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,36.57,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,50.08,1,5.0,D,,,,8.0,192.0,209.0
C1875,1003,상가,충청남도,임대상가,240.22,1,5.0,D,,,,8.0,192.0,209.0
C2156,306,아파트,충청남도,국민임대,36.55,120,0.0,A,8670000,80500,,1.0,246.0,204.0
C2156,306,아파트,충청남도,국민임대,39.57,120,0.0,A,11147000,90410,,1.0,246.0,204.0
C2156,306,아파트,충청남도,국민임대,51.93,65,0.0,A,19819000,127580,,1.0,246.0,204.0
C2212,697,아파트,강원도,영구임대,26.37,298,0.0,C,4032000,74860,0.0,4.0,128.0,86.0
C2212,697,아파트,강원도,영구임대,31.32,239,0.0,C,4789000,88910,0.0,4.0,128.0,86.0
C2212,697,아파트,강원도,영구임대,31.32,149,0.0,C,4789000,88910,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,31.84,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,31.84,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,31.84,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,31.84,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,31.84,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,31.84,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,63.68,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,63.68,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,63.68,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,63.68,1,0.0,D,,,0.0,4.0,128.0,86.0
C2212,697,상가,강원도,임대상가,137.49,1,0.0,D,,,0.0,4.0,128.0,86.0
C2401,213,아파트,강원도,국민임대,39.72,65,21.0,A,11682000,72660,0.0,3.0,164.0,19.0
C2401,213,아파트,강원도,국민임대,46.9,104,21.0,E,55413000,28850,0.0,3.0,164.0,19.0
C2401,213,아파트,강원도,국민임대,59.88,44,21.0,A,25964000,199910,0.0,3.0,164.0,19.0
C2571,481,아파트,경상남도,영구임대,26.37,468,5.0,C,3056000,68000,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,31.84,1,5.0,D,,,0.0,1.0,65.0,62.0
C2571,481,상가,경상남도,임대상가,126.65,1,5.0,D,,,0.0,1.0,65.0,62.0
C1175,468,아파트,충청남도,국민임대,46.9,198,15.0,A,21134000,128070,,2.0,477.0,430.0
C1175,468,아파트,충청남도,국민임대,51.93,90,15.0,A,26258000,160100,,2.0,477.0,430.0
C1175,468,아파트,충청남도,국민임대,59.88,180,15.0,A,34585000,204940,,2.0,477.0,430.0
C1833,1364,아파트,제주특별자치도,국민임대,33.4,128,19.0,A,11774000,99720,0.0,5.0,1505.0,1001.0
C1833,1364,아파트,제주특별자치도,국민임대,33.4,174,19.0,A,11774000,99720,0.0,5.0,1505.0,1001.0
C1833,1364,아파트,제주특별자치도,국민임대,39.57,220,19.0,A,15620000,123750,0.0,5.0,1505.0,1001.0
C1833,1364,아파트,제주특별자치도,국민임대,39.57,280,19.0,A,15620000,123750,0.0,5.0,1505.0,1001.0
C1833,1364,아파트,제주특별자치도,국민임대,46.9,252,19.0,A,18984000,164610,0.0,5.0,1505.0,1001.0
C1833,1364,아파트,제주특별자치도,국민임대,46.9,90,19.0,A,18984000,164610,0.0,5.0,1505.0,1001.0
C1833,1364,아파트,제주특별자치도,국민임대,51.95,220,19.0,A,21266000,215080,0.0,5.0,1505.0,1001.0
C2445,800,아파트,충청북도,국민임대,36.62,414,16.0,A,9852000,88900,0.0,4.0,671.0,334.0
C2445,800,아파트,충청북도,국민임대,36.62,108,16.0,A,9852000,88900,0.0,4.0,671.0,334.0
C2445,800,아파트,충청북도,국민임대,46.9,45,16.0,A,15620000,141770,0.0,4.0,671.0,334.0
C2445,800,아파트,충청북도,국민임대,46.9,90,16.0,A,15620000,141770,0.0,4.0,671.0,334.0
C2445,800,아파트,충청북도,국민임대,51.93,104,16.0,A,18023000,170610,0.0,4.0,671.0,334.0
C2445,800,아파트,충청북도,국민임대,51.93,39,16.0,A,18023000,170610,0.0,4.0,671.0,334.0
C1885,830,아파트,전라남도,국민임대,36.7,174,14.0,A,14418000,100920,0.0,4.0,802.0,616.0
C1885,830,아파트,전라남도,국민임대,36.7,84,14.0,A,14418000,100920,0.0,4.0,802.0,616.0
C1885,830,아파트,전라남도,국민임대,36.73,120,14.0,A,14418000,100920,0.0,4.0,802.0,616.0
C1885,830,아파트,전라남도,국민임대,36.73,40,14.0,A,14418000,100920,0.0,4.0,802.0,616.0
C1885,830,아파트,전라남도,국민임대,36.74,80,14.0,A,14418000,100920,0.0,4.0,802.0,616.0
C1885,830,아파트,전라남도,국민임대,46.74,62,14.0,A,24032000,144180,0.0,4.0,802.0,616.0
C1885,830,아파트,전라남도,국민임대,46.83,54,14.0,A,24032000,144180,0.0,4.0,802.0,616.0
C1885,830,아파트,전라남도,국민임대,46.83,216,14.0,A,24032000,144180,0.0,4.0,802.0,616.0
C2368,775,아파트,전라남도,국민임대,36.57,22,10.0,A,14418000,100920,0.0,4.0,738.0,548.0
C2368,775,아파트,전라남도,국민임대,36.7,94,10.0,A,14418000,100920,0.0,4.0,738.0,548.0
C2368,775,아파트,전라남도,국민임대,36.7,34,10.0,A,14418000,100920,0.0,4.0,738.0,548.0
C2368,775,아파트,전라남도,국민임대,36.7,12,10.0,A,14418000,100920,0.0,4.0,738.0,548.0
C2368,775,아파트,전라남도,국민임대,36.73,150,10.0,A,14418000,100920,0.0,4.0,738.0,548.0
C2368,775,아파트,전라남도,국민임대,36.73,51,10.0,A,14418000,100920,0.0,4.0,738.0,548.0
C2368,775,아파트,전라남도,국민임대,36.74,102,10.0,A,14418000,100920,0.0,4.0,738.0,548.0
C2368,775,아파트,전라남도,국민임대,51.73,310,10.0,A,27637000,181420,0.0,4.0,738.0,548.0
C2016,261,아파트,충청북도,국민임대,36.55,86,15.0,A,9233000,80790,0.0,2.0,198.0,220.0
C2016,261,아파트,충청북도,국민임대,36.55,42,15.0,A,9233000,80790,0.0,2.0,198.0,220.0
C2016,261,아파트,충청북도,국민임대,46.9,90,15.0,A,15235000,126960,0.0,2.0,198.0,220.0
C2016,261,아파트,충청북도,국민임대,46.9,43,15.0,A,15235000,126960,0.0,2.0,198.0,220.0
C2371,474,아파트,경상북도,국민임대,36.52,42,20.0,A,9731000,72080,0.0,1.0,374.0,451.0
C2371,474,아파트,경상북도,국민임대,36.52,134,20.0,A,9731000,72080,0.0,1.0,374.0,451.0
C2371,474,아파트,경상북도,국민임대,36.8,88,20.0,A,9731000,72080,0.0,1.0,374.0,451.0
C2371,474,아파트,경상북도,국민임대,46.9,22,20.0,A,17302000,108130,0.0,1.0,374.0,451.0
C2371,474,아파트,경상북도,국민임대,46.9,96,20.0,A,17302000,108130,0.0,1.0,374.0,451.0
C2371,474,아파트,경상북도,국민임대,46.94,46,20.0,A,17302000,108130,0.0,1.0,374.0,451.0
C2371,474,아파트,경상북도,국민임대,51.72,24,20.0,A,21868000,123750,0.0,1.0,374.0,451.0
C2371,474,아파트,경상북도,국민임대,51.93,22,20.0,A,21868000,123750,0.0,1.0,374.0,451.0
C2536,72,아파트,전라북도,국민임대,35.1,40,7.0,A,9074000,50400,0.0,1.0,54.0,47.0
C2536,72,아파트,전라북도,국민임대,35.1,8,7.0,A,9074000,50400,0.0,1.0,54.0,47.0
C2536,72,아파트,전라북도,국민임대,43.23,24,7.0,A,13612000,75610,0.0,1.0,54.0,47.0
C2538,1473,아파트,경기도,국민임대,26.47,188,13.0,G,11022000,174280,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,33.96,202,13.0,G,13469000,223930,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,33.96,82,13.0,G,13469000,223930,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,33.96,40,13.0,G,13469000,223930,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,33.96,12,13.0,G,13469000,223930,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,36.96,259,13.0,G,14555000,257400,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,36.96,87,13.0,G,14555000,257400,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,36.99,24,13.0,G,14555000,257400,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,46.4,60,13.0,A,39668000,311110,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,46.4,15,13.0,A,39668000,311110,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,46.96,176,13.0,A,39668000,311110,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,46.96,45,13.0,A,39668000,311110,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,51.91,12,13.0,H,45613000,340790,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,51.91,117,13.0,A,45613000,340790,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,51.91,30,13.0,A,45613000,340790,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,51.92,72,13.0,H,45613000,340790,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,51.92,14,13.0,A,45613000,340790,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,51.92,24,13.0,A,45613000,340790,0.0,3.0,1299.0,799.0
C2538,1473,아파트,경기도,국민임대,51.92,14,13.0,A,45613000,340790,0.0,3.0,1299.0,799.0
C1014,996,아파트,전라북도,국민임대,33.35,516,5.0,A,11053000,138180,0.0,2.0,823.0,708.0
C1014,996,아파트,전라북도,국민임대,46.8,120,5.0,A,21628000,150190,0.0,2.0,823.0,708.0
C1014,996,아파트,전라북도,국민임대,46.9,119,5.0,A,21628000,150190,0.0,2.0,823.0,708.0
C1014,996,아파트,전라북도,국민임대,46.9,41,5.0,A,21628000,150190,0.0,2.0,823.0,708.0
C1014,996,아파트,전라북도,국민임대,51.72,116,5.0,A,26435000,162210,0.0,2.0,823.0,708.0
C1014,996,아파트,전라북도,국민임대,59.23,71,5.0,A,32443000,186230,0.0,2.0,823.0,708.0
C1014,996,아파트,전라북도,국민임대,59.73,13,5.0,A,32443000,186230,0.0,2.0,823.0,708.0
C1592,870,아파트,강원도,국민임대,33.4,288,13.0,A,11147000,158540,0.0,5.0,763.0,739.0
C1592,870,아파트,강원도,국민임대,36.55,120,13.0,A,12387000,172190,0.0,5.0,763.0,739.0
C1592,870,아파트,강원도,국민임대,36.55,60,13.0,A,12387000,172190,0.0,5.0,763.0,739.0
C1592,870,아파트,강원도,국민임대,36.55,60,13.0,A,12387000,172190,0.0,5.0,763.0,739.0
C1592,870,아파트,강원도,국민임대,46.9,28,13.0,A,19819000,245280,0.0,5.0,763.0,739.0
C1592,870,아파트,강원도,국민임대,46.9,178,13.0,A,19819000,245280,0.0,5.0,763.0,739.0
C1592,870,아파트,강원도,국민임대,51.93,136,13.0,A,24775000,286150,0.0,5.0,763.0,739.0
C1867,678,아파트,경상남도,국민임대,36.52,216,26.0,A,9972000,100920,0.0,2.0,579.0,374.0
C1867,678,아파트,경상남도,국민임대,36.52,72,26.0,A,9972000,100920,0.0,2.0,579.0,374.0
C1867,678,아파트,경상남도,국민임대,36.52,124,26.0,A,9972000,100920,0.0,2.0,579.0,374.0
C1867,678,아파트,경상남도,국민임대,36.52,42,26.0,A,9972000,100920,0.0,2.0,579.0,374.0
C1867,678,아파트,경상남도,국민임대,46.54,84,26.0,A,17423000,144180,0.0,2.0,579.0,374.0
C1867,678,아파트,경상남도,국민임대,51.93,140,26.0,A,21027000,186230,0.0,2.0,579.0,374.0
C2326,632,아파트,충청북도,국민임대,36.92,139,15.0,A,11414000,96110,0.0,4.0,478.0,557.0
C2326,632,아파트,충청북도,국민임대,36.92,43,15.0,A,11414000,96110,0.0,4.0,478.0,557.0
C2326,632,아파트,충청북도,국민임대,39.89,203,15.0,A,13216000,114140,0.0,4.0,478.0,557.0
C2326,632,아파트,충청북도,국민임대,39.89,73,15.0,A,13216000,114140,0.0,4.0,478.0,557.0
C2326,632,아파트,충청북도,국민임대,46.89,174,15.0,A,17541000,153790,0.0,4.0,478.0,557.0
C1015,961,아파트,부산광역시,국민임대,36.66,340,28.0,A,9811000,87710,0.0,3.0,928.0,579.0
C1015,961,아파트,부산광역시,국민임대,36.66,56,28.0,A,9811000,87710,0.0,3.0,928.0,579.0
C1015,961,아파트,부산광역시,국민임대,36.94,79,28.0,A,9811000,87710,0.0,3.0,928.0,579.0
C1015,961,아파트,부산광역시,국민임대,46.03,40,28.0,A,15583000,140810,0.0,3.0,928.0,579.0
C1015,961,아파트,부산광역시,국민임대,46.46,245,28.0,A,15583000,140810,0.0,3.0,928.0,579.0
C1015,961,아파트,부산광역시,국민임대,46.46,95,28.0,A,15583000,140810,0.0,3.0,928.0,579.0
C1015,961,아파트,부산광역시,국민임대,59.48,88,28.0,A,25394000,201990,0.0,3.0,928.0,579.0
C1015,961,아파트,부산광역시,국민임대,59.69,18,28.0,A,25394000,201990,0.0,3.0,928.0,579.0
C1620,1232,아파트,광주광역시,국민임대,36.37,684,22.0,A,15620000,90110,0.0,4.0,1181.0,1101.0
C1620,1232,아파트,광주광역시,국민임대,36.37,25,22.0,A,15620000,90110,0.0,4.0,1181.0,1101.0
C1620,1232,아파트,광주광역시,국민임대,46.72,262,22.0,A,25233000,141770,0.0,4.0,1181.0,1101.0
C1620,1232,아파트,광주광역시,국민임대,46.72,87,22.0,A,25233000,141770,0.0,4.0,1181.0,1101.0
C1620,1232,아파트,광주광역시,국민임대,46.74,174,22.0,A,25233000,141770,0.0,4.0,1181.0,1101.0
C1049,676,아파트,광주광역시,국민임대,36.37,369,18.0,A,15620000,90110,0.0,3.0,658.0,762.0
C1049,676,아파트,광주광역시,국민임대,36.37,20,18.0,A,15620000,90110,0.0,3.0,658.0,762.0
C1049,676,아파트,광주광역시,국민임대,51.44,152,18.0,A,31242000,175410,0.0,3.0,658.0,762.0
C1049,676,아파트,광주광역시,국민임대,51.72,45,18.0,A,31242000,175410,0.0,3.0,658.0,762.0
C1049,676,아파트,광주광역시,국민임대,51.79,90,18.0,A,31242000,175410,0.0,3.0,658.0,762.0
C2000,1300,아파트,경상남도,국민임대,36.65,240,21.0,A,10813000,90110,0.0,2.0,1082.0,795.0
C2000,1300,아파트,경상남도,국민임대,36.65,30,21.0,A,10813000,90110,0.0,2.0,1082.0,795.0
C2000,1300,아파트,경상남도,국민임대,39.48,180,21.0,A,13697000,114140,0.0,2.0,1082.0,795.0
C2000,1300,아파트,경상남도,국민임대,46.9,135,21.0,A,19225000,169420,0.0,2.0,1082.0,795.0
C2000,1300,아파트,경상남도,국민임대,46.9,496,21.0,A,19225000,169420,0.0,2.0,1082.0,795.0
C2000,1300,아파트,경상남도,국민임대,46.9,69,21.0,A,19225000,169420,0.0,2.0,1082.0,795.0
C2000,1300,아파트,경상남도,국민임대,59.88,150,21.0,A,26435000,219880,0.0,2.0,1082.0,795.0
C2097,998,아파트,경상북도,국민임대,33.8,184,29.0,A,13158000,90020,0.0,2.0,1240.0,995.0
C2097,998,아파트,경상북도,국민임대,39.9,121,29.0,A,16737000,110790,0.0,2.0,1240.0,995.0
C2097,998,아파트,경상북도,국민임대,39.99,122,29.0,A,16737000,110790,0.0,2.0,1240.0,995.0
C2097,998,아파트,경상북도,국민임대,39.99,124,29.0,A,16737000,110790,0.0,2.0,1240.0,995.0
C2097,998,아파트,경상북도,국민임대,46.7,115,29.0,E,76506000,39840,0.0,2.0,1240.0,995.0
C2097,998,아파트,경상북도,국민임대,46.75,244,29.0,E,76506000,39840,0.0,2.0,1240.0,995.0
C2097,998,아파트,경상북도,국민임대,59.61,88,29.0,A,34398000,228540,0.0,2.0,1240.0,995.0
C1668,493,아파트,전라남도,국민임대,36.16,75,7.0,A,9611000,75690,0.0,4.0,421.0,288.0
C1668,493,아파트,전라남도,국민임대,36.16,15,7.0,A,9611000,75690,0.0,4.0,421.0,288.0
C1668,493,아파트,전라남도,국민임대,36.16,116,7.0,A,9611000,75690,0.0,4.0,421.0,288.0
C1668,493,아파트,전라남도,국민임대,36.38,15,7.0,A,9611000,75690,0.0,4.0,421.0,288.0
C1668,493,아파트,전라남도,국민임대,46.61,100,7.0,A,14418000,120150,0.0,4.0,421.0,288.0
C1668,493,아파트,전라남도,국민임대,46.61,52,7.0,A,14418000,120150,0.0,4.0,421.0,288.0
C1668,493,아파트,전라남도,국민임대,51.75,120,7.0,A,19225000,146580,0.0,4.0,421.0,288.0
C1689,1117,아파트,경기도,국민임대,26.95,186,4.0,A,18557000,126470,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,36.78,168,4.0,A,26122000,178480,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,36.87,276,4.0,A,26122000,178480,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,46.48,122,4.0,A,42909000,291970,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,46.75,16,4.0,A,42909000,291970,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,46.75,98,4.0,A,42909000,291970,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,46.75,30,4.0,A,42909000,291970,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,46.95,73,4.0,A,42909000,291970,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,51.94,100,4.0,A,55558000,348700,1.0,3.0,985.0,960.0
C1689,1117,아파트,경기도,국민임대,51.94,48,4.0,A,55558000,348700,1.0,3.0,985.0,960.0
C1234,307,아파트,강원도,국민임대,51.86,215,1.0,A,21606000,142330,0.0,2.0,219.0,311.0
C1234,307,아파트,강원도,국민임대,59.57,92,1.0,A,26054000,165200,0.0,2.0,219.0,311.0
C2514,501,아파트,경상남도,국민임대,46.69,44,10.0,A,13625000,138720,0.0,1.0,405.0,648.0
C2514,501,아파트,경상남도,국민임대,46.9,156,10.0,A,13625000,138720,0.0,1.0,405.0,648.0
