Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
243870,KONEX,굿센,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","건설ERP, 공공클라우드",2016-10-31,12월,-,http://www.goodcen.com,서울특별시
204020,KOSDAQ,그리티,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",2018-07-23,12월,문영우,http://www.gritees.com,서울특별시
083420,KOSPI,그린케미칼,기타 화학제품 제조업,"비이온계면활성제 제조,도매",2005-10-20,12월,양준화,http://www.korgc.com,충청남도
186230,KOSDAQ,그린플러스,1차 비철금속 제조업,"첨단유리온실, 온실용자재설치공사, 알루미늄 압출/가공제품",2019-08-07,12월,박영환,http://www.greenplus.co.kr,충청남도
014530,KOSPI,극동유화,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도
900070,KOSDAQ,글로벌에스엠,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",2009-12-23,12월,나윤복,http://www.globalsmtech.com,케이맨 제도
204620,KOSDAQ,글로벌텍스프리,금융 지원 서비스업,환급창구운영사업,2014-11-19,12월,강진원,http://global-taxfree.com,서울특별시
019660,KOSDAQ,글로본,상품 종합 도매업,벤처캐피탈,1992-06-04,12월,한상호,http://www.globon.co.kr,서울특별시
014280,KOSPI,금강공업,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 이범호 (각자 대표이사)",http://www.kumkangkind.com,부산광역시
014285,KOSPI,금강공업우,,,,,,,
053260,KOSDAQ,금강철강,1차 철강 제조업,"냉연압연강판, 산세코일",2002-01-04,12월,"주광남, 주성호(각자 대표)",http://www.kksteel.co.kr,서울특별시
008870,KOSPI,금비,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,http://www.e-kumbi.co.kr,경기도
001570,KOSPI,금양,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17,12월,류광지,http://www.kyc.co.kr,부산광역시
002990,KOSPI,금호건설,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",1976-06-26,12월,서재환,http://www.kumhoenc.com,전라남도
002995,KOSPI,금호건설우,,,,,,,
011780,KOSPI,금호석유,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22,12월,백종훈,http://www.kkpc.com,서울특별시
011785,KOSPI,금호석유우,,,,,,,
214330,KOSPI,금호에이치티,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,12월,"김진곤, 김두인(각자대표)",http://www.kumhoht.co.kr,광주광역시
21433218,KOSPI,금호에이치티 1WR,,,,,,,
001210,KOSPI,금호전기,전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",1973-11-15,12월,이홍민,http://www.khe.co.kr,서울특별시
00121218,KOSPI,금호전기 31WR,,,,,,,
073240,KOSPI,금호타이어,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,정일택,http://www.kumhotire.co.kr,광주광역시
036190,KOSDAQ,금화피에스시,전기 및 통신 공사업,"설비,철물,전기,강구조물",2000-12-26,12월,"김성기,김경태(각자대표)",http://www.geumhwa.co.kr,서울특별시
049080,KOSDAQ,기가레인,특수 목적용 기계 제조업,RF통신부품 및 반도체 장비,2013-12-19,12월,최인권,http://www.gigalane.com,경기도
035460,KOSDAQ,기산텔레콤,통신 및 방송 장비 제조업,"광모듈, 에코 켄슬러, 중계기, VoIP Server등",1999-11-18,12월,박병기,http://www.kisantel.co.kr,서울특별시
092440,KOSPI,기신정기,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,윤현도,http://www.kishin.com,인천광역시
000270,KOSPI,기아,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,12월,"송호성,최준영(각자 대표이사)",http://www.kia.co.kr,서울특별시
024110,KOSPI,기업은행,은행 및 저축기관,은행업,2003-12-24,12월,윤종원,http://www.kiupbank.co.kr,서울특별시
013700,KOSPI,까뮤이앤씨,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,손병재,http://www.camusenc.com,경기도
308100,KOSDAQ,까스텔바작,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화,2019-06-10,12월,최준호,http://www.castelbajac.com,서울특별시
004540,KOSPI,깨끗한나라,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1975-06-25,12월,"최현수, 김민환",http://www.kleannara.com,서울특별시
004545,KOSPI,깨끗한나라우,,,,,,,
187790,KOSDAQ,나노,기초 화학물질 제조업,세라믹스제품,2014-05-08,12월,신동우,http://nanoin.com,경상북도
286750,KOSDAQ,나노브릭,기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",2019-08-19,12월,주재현,http://www.nanobrick.co.kr,경기도
151910,KOSDAQ,나노스,전자부품 제조업,"Blue Filter, IR Filter, Camera Module",2012-08-02,12월,양선길,http://www.nanosm.com,경기도
121600,KOSDAQ,나노신소재,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등",2011-02-09,12월,박장우,http://anapro.com,세종특별자치시
247660,KOSDAQ,나노씨엠에스,전자부품 제조업,"근적외선 흡수/반사 안료, 자외선 유기형광 안료, 적외선 발광체",2021-03-09,12월,김시석,http://www.nanocms.co.kr,충청남도
039860,KOSDAQ,나노엔텍,의료용 기기 제조업,의료기기 및 실험기기,2000-08-16,12월,정찬일,http://www.nanoentek.com,서울특별시
091970,KOSDAQ,나노캠텍,플라스틱제품 제조업,투명전도성관련제품,2007-01-30,12월,원재석,http://www.nanosbiz.com,경기도
244880,KONEX,나눔테크,의료용 기기 제조업,"자동심장충격기, 골밀도진단기",2016-06-01,12월,최무진,http://www.nanoomtech.co.kr,광주광역시
288490,KONEX,나라소프트,소프트웨어 개발 및 공급업,"체육용솔루션(NS트루골프, NS테니스, NS축구, NS승마 등)",2018-11-23,12월,김호상,http://www.narasoft.com,서울특별시
051490,KOSDAQ,나라엠앤디,특수 목적용 기계 제조업,"금형,사출 및 판금부품",2001-06-12,12월,김영조,http://www.naramnd.com,경상남도
190510,KOSDAQ,나무가,전자부품 제조업,"스마트폰 카메라모듈, 노트북 카메라모듈",2015-11-12,12월,원태연,http://www.namuga.co.kr,경기도
242040,KOSDAQ,나무기술,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업,2016-09-07,12월,정철,http://namutech.co.kr,서울특별시
089600,KOSDAQ,나스미디어,광고업,광고매체 판매,2013-07-17,12월,정기호,http://www.nasmedia.co.kr,서울특별시
293580,KOSDAQ,나우IB,기타 금융업,"투자조합, PEF 결성 및 투자",2018-10-04,12월,이승원,http://www.nauib.com,서울특별시
257990,KONEX,나우코스,기타 화학제품 제조업,"화장품, 동물용의약외품",2020-12-30,12월,노향선,http://www.nowcos.com/,세종특별자치시
138610,KOSDAQ,나이벡,의료용품 및 기타 의약 관련제품 제조업,"치아미백제,치과용 골이식재",2011-07-13,12월,정종평,,충청북도
130580,KOSDAQ,나이스디앤비,기타 사업지원 서비스업,기업신용조사 보고서,2011-12-22,12월,노 영 훈,http://www.nicednb.com,서울특별시
036800,KOSDAQ,나이스정보통신,전기 통신업,카드 VAN사업,2000-05-03,12월,김용국,http://www.nicevan.co.kr,서울특별시
267320,KOSDAQ,나인테크,특수 목적용 기계 제조업,이차전지 제조 장비,2017-06-22,12월,박근노,http://www.naintec.co.kr,경기도
72501773,KOSPI,나인트리부동산(종A1),,,,,,,
72502773,KOSPI,나인트리부동산(종C-i),,,,,,,
001260,KOSPI,남광토건,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28,12월,임민규,http://www.namkwang.co.kr,경기도
008350,KOSPI,남선알미늄,1차 비철금속 제조업,알미늄샷시 제조/환경사업,1978-05-22,12월,"장규한,박찬홍",http://www.namsun.co.kr,대구광역시
008355,KOSPI,남선알미우,,,,,,,
004270,KOSPI,남성,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,12월,윤봉수 윤성호,http://www.namsung.com,서울특별시
003920,KOSPI,남양유업,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",1978-06-24,12월,이광범,http://www.namyangi.com,서울특별시
003925,KOSPI,남양유업우,,,,,,,
025860,KOSPI,남해화학,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10,12월,하형수,http://www.nhchem.co.kr,서울특별시
111710,KOSDAQ,남화산업,스포츠 서비스업,골프장 서비스,2018-11-29,12월,"최재훈, 최영곤 (공동대표이사)",,전라남도
091590,KOSDAQ,남화토건,건물 건설업,"건축공사, 토목공사",2012-01-31,12월,"최상준, 최재훈",http://www.namhwaconst.co.kr,전라남도
168330,KOSDAQ,내츄럴엔도텍,자연과학 및 공학 연구개발업,"백수오 여성호르몬제, 백수오등복합추출물(원료)",2013-10-31,12월,김희도,http://www.naturalendo.com,경기도
385590,KOSPI,네비게이터 ESG액티브,,,,,,,
385600,KOSPI,네비게이터 친환경자동차밸류체인액티브,,,,,,,
094860,KOSDAQ,네오리진,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션,2007-04-16,12월,리지앙(Li Jiang),http://www.kornicglory.co.kr,서울특별시
253590,KOSDAQ,네오셈,특수 목적용 기계 제조업,반도체 검사장비,2018-04-04,12월,염동현,http://www.neosem.com,경기도
212560,KOSDAQ,네오오토,자동차 신품 부품 제조업,"피니언 기어, 디프 어셈블리, 대형기어",2015-11-18,12월,김원일,http://www.neooto.kr,서울특별시
095660,KOSDAQ,네오위즈,소프트웨어 개발 및 공급업,"피망,스페셜포스",2007-07-02,12월,"문지수 대표이사, 김승철 대표이사 (공동대표)",http://www.neowizgames.com,경기도
042420,KOSDAQ,네오위즈홀딩스,소프트웨어 개발 및 공급업,지주사업,2000-06-27,12월,오승헌,http://www.neowiz.com,경기도
950220,KOSDAQ,네오이뮨텍(Reg.S),자연과학 및 공학 연구개발업,면역항암제,2021-03-16,12월,양세환,http://neoimmunetech.co.kr,미국
311390,KOSDAQ,네오크레마,기타 식품 제조업,기능성 식품 원료,2019-08-22,12월,김재환,http://www.cremar.co.kr,서울특별시
085910,KOSDAQ,네오티스,자동차 신품 부품 제조업,"마이크로비트,샤프트",2007-10-01,12월,권상훈,http://www.neotis.co.kr,경기도
092730,KOSDAQ,네오팜,기타 화학제품 제조업,생체기능성(아토피)보습제,2007-01-30,12월,김양수,http://neopharm.co.kr,대전광역시
290660,KOSDAQ,네오펙트,의료용 기기 제조업,라파엘스마트글러브 외,2018-11-28,12월,반호영,http://www.neofect.com,경기도
306620,KOSDAQ,네온테크,특수 목적용 기계 제조업,기업인수합병,2018-10-31,12월,황성일,,경기도
153460,KOSDAQ,네이블,소프트웨어 개발 및 공급업,"유무선융합 인프라, 클라이언트 및 All-IP 통신보안",2012-07-19,12월,양건열,http://www.nablecomm.com,서울특별시
007390,KOSDAQ,네이처셀,기초 의약물질 및 생물학적 제제 제조업,닥터쥬크르,1992-11-30,12월,라정찬,http://www.naturecell.co.kr,서울특별시
086220,KONEX,네추럴FNP,기타 식품 제조업,건강기능식품,2015-07-09,12월,이 현 직,http://www.naturalfnp.com,충청북도
033640,KOSDAQ,네패스,반도체 제조업,반도체및TFT-LCD용현상액,1999-12-14,12월,이병구,http://www.nepes.co.kr,충청북도
330860,KOSDAQ,네패스아크,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스,2020-11-17,12월,"이창우, 이병구(각자 대표이사)",http://nepesark.co.kr,충청북도
005720,KOSPI,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 배중열",http://www.nexencorp.co.kr,경상남도
005725,KOSPI,넥센우,,,,,,,
002350,KOSPI,넥센타이어,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",1976-05-19,12월,대표이사 회장 강병중 대표이사 사장 강호찬,http://www.nexentire.com,경상남도
002355,KOSPI,넥센타이어1우B,,,,,,,
089140,KOSDAQ,넥스턴바이오,유리 및 유리제품 제조업,CNC자동선반,2006-11-01,12월,"송명석,이정찬",http://www.nexturn.co.kr,경기도
065170,KOSDAQ,넥스트BT,음·식료품 및 담배 도매업,건강보조식품 등,2002-11-19,12월,이천수,http://www.nextbt.co.kr,경기도
003580,KOSPI,넥스트사이언스,기타 비금속광물 광업,"무연탄채굴,원유,유전개발,가스전 개발/부동산 임대",1990-03-23,12월,김종원,http://nextscience.co.kr/,강원도
137940,KOSDAQ,넥스트아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","LCD 편광필름 검사장비, BLU 검사장비 등",2011-06-14,12월,진광(Chen Guang),,경기도
348210,KOSDAQ,넥스틴,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),2020-10-08,12월,박태훈,http://nextinsol.com,경기도
041140,KOSDAQ,넥슨지티,소프트웨어 개발 및 공급업,게임소프트웨어개발 공급,2000-07-25,12월,신지환,http://www.gamehi.net,경기도
217270,KOSDAQ,넵튠,소프트웨어 개발 및 공급업,모바일게임,2015-06-18,12월,"정욱, 유태웅 (각자대표이사)",http://www.neptunegames.co.kr,경기도
225570,KOSDAQ,넷게임즈,소프트웨어 개발 및 공급업,기업인수합병,2015-09-25,12월,박용현,,서울특별시
251270,KOSPI,넷마블,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,"권영식, 이승원(각자 대표집행임원)",http://company.netmarble.com,서울특별시
317860,KONEX,노드메이슨,기타 화학제품 제조업,헉슬리/Huxley 화장품(스킨케어 스페셜/스킨케어베이직),2019-12-06,12월,이병훈 / 구자풍,http://www.huxley.co.kr,서울특별시
104620,KOSDAQ,노랑풍선,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매",2019-01-30,12월,"고재경, 최명일(각자 대표이사)",http://www.ybtour.com,서울특별시
090350,KOSPI,노루페인트,기타 화학제품 제조업,페인트 제조,2006-07-03,12월,"김용기, 조성국(각자 대표이사)",,경기도
090355,KOSPI,노루페인트우,,,,,,,
000320,KOSPI,노루홀딩스,기타 금융업,지주사업,1973-08-10,12월,"한영재,김용기",http://www.norooholdings.co.kr,경기도
000325,KOSPI,노루홀딩스우,,,,,,,
194700,KOSDAQ,노바렉스,기타 식품 제조업,건강기능식품 제조,2018-11-14,12월,권석형,http://www.novarex.co.kr,충청북도
285490,KOSDAQ,노바텍,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",2018-11-02,12월,오춘택,http://www.novatek.co.kr,경기도
229500,KONEX,노브메타파마,자연과학 및 공학 연구개발업,대사질환 신약 개발 및 건강기능식픔,2015-10-28,12월,"황선욱, 정회윤 (각자 대표)",http://www.novmeta.com,서울특별시
278650,KOSDAQ,노터스,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,2019-11-27,12월,"정인성, 김도형",http://www.knotus.co.kr,인천광역시
006280,KOSPI,녹십자,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,http://www.greencross.com,경기도
144510,KOSDAQ,녹십자랩셀,"그외 기타 전문, 과학 및 기술 서비스업","세포치료제, 검체검사서비스, 제대혈은행",2016-06-23,12월,박대우,http://www.gclabcell.com,경기도
031390,KOSDAQ,녹십자셀,기초 의약물질 및 생물학적 제제 제조업,항암세포치료제,1998-09-25,12월,이득주,http://www.greencrosscell.com,경기도
142280,KOSDAQ,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업,"혈액백, 진단시약, 혈액투석액",2014-12-17,12월,안은억,http://www.greencrossms.com,경기도
234690,KOSDAQ,녹십자웰빙,의약품 제조업,"전문의약품, 건강기능식품",2019-10-14,12월,김상현,http://www.greencrosswb.com,서울특별시
005250,KOSPI,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28,12월,"허일섭, 허용준",http://www.greencross.com,경기도
005257,KOSPI,녹십자홀딩스2우,,,,,,,
065560,KOSDAQ,녹원씨엔아이,인쇄 및 인쇄관련 산업,산업용필터,2003-07-01,12월,박광제,http://www.nokwonci.co.kr,경기도
004370,KOSPI,농심,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30,12월,"신동원, 박 준",http://www.nongshim.com,서울특별시
072710,KOSPI,농심홀딩스,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30,12월,신동원,http://www.nongshimholdings.co.kr,서울특별시
054050,KOSDAQ,농우바이오,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",2002-04-02,12월,박동섭,http://www.nongwoobio.co.kr,경기도
069140,KOSDAQ,누리플랜,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설",2010-10-26,12월,"이규홍,이강우 (공동대표)",http://www.nuriplan.com,경기도
040160,KOSDAQ,누리플렉스,소프트웨어 개발 및 공급업,"NASCenter2000(전산자원통합관리시스템),PowerAMR(자동원격검침장치)",2000-08-29,12월,김영덕,http://www.nuritelecom.com,서울특별시
126870,KOSDAQ,뉴로스,일반 목적용 기계 제조업,터보블로워,2012-02-15,12월,김승우,http://www.neuros.co.kr,대전광역시
060260,KOSDAQ,뉴보텍,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",2002-02-05,12월,황문기,http://www.nuvotec.co.kr,강원도
012340,KOSDAQ,뉴인텍,전자부품 제조업,콘덴서,1997-02-12,12월,장기수,http://www.nuin.co.kr,충청남도
214870,KOSDAQ,뉴지랩파마,기계장비 및 관련 물품 도매업,CCTV 카메라,2015-10-13,12월,박대우,http://www.newglab.com,경기도
270870,KOSDAQ,뉴트리,기타 식품 제조업,"에버콜라겐, 판도라 다이어트 등",2018-12-13,12월,김도언,http://www.newtree.co.kr,서울특별시
144960,KOSDAQ,뉴파워프라즈마,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator),2016-11-30,12월,양재영,http://newpower.co.kr,경기도
085670,KOSDAQ,뉴프렉스,전자부품 제조업,연성인쇄회로기판,2006-01-17,12월,"임우현, 임시연 (각자대표)",http://www.newflex.co.kr,경기도
119860,KOSDAQ,다나와,소프트웨어 개발 및 공급업,"인터넷쇼핑몰 가격비교서비스, 온라인광고",2011-01-24,12월,"손윤환, 안징현",http://www.danawa.com,서울특별시
064260,KOSDAQ,다날,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,2004-07-23,12월,박상만,http://www.danal.co.kr,경기도
093640,KOSDAQ,다믈멀티미디어,반도체 제조업,멀티미디어반도체,2007-10-19,12월,박 세철,http://www.tamulm.com,서울특별시
039560,KOSDAQ,다산네트웍스,통신 및 방송 장비 제조업,네트워크 통신장비,2000-06-22,12월,남민우,http://www.dasannetworks.com,경기도
058730,KOSPI,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,한상원,http://www.dasco.kr,전라남도
023590,KOSPI,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도
032190,KOSDAQ,다우데이타,기계장비 및 관련 물품 도매업,"NT SERVER, PC SERVER, 바이러스 백신프로그램, 그래픽 프로그램등",1999-12-21,12월,"김익래, 이인복, 성백진(각자 대표)",http://www.daoudata.co.kr,서울특별시
323350,KONEX,다원넥스뷰,사진장비 및 광학기기 제조업,레이저 장비,2019-05-21,12월,남기중,http://www.nexview.co.kr,경기도
068240,KOSDAQ,다원시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기",2010-09-14,12월,박선순,http://www.dawonsys.com,경기도
086080,KONEX,다이노나,자연과학 및 공학 연구개발업,항체치료제,2018-05-08,12월,조경숙,http://www.dinonainc.com,경기도
271850,KONEX,다이오진,자연과학 및 공학 연구개발업,"분자진단서비스, 분자진단Kit",2017-06-19,12월,임성식,http://www.diogene.co.kr,경기도
343090,KONEX,단디바이오,의료용품 및 기타 의약 관련제품 제조업,"패혈증 치료제, 면역항암제 전달기술 등",2020-04-24,12월,"박영민, 김종원(각자대표)",http:// www.dandibio.com,서울특별시
019680,KOSPI,대교,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03,12월,강호준,http://www.daekyo.co.kr,서울특별시
019685,KOSPI,대교우B,,,,,,,
006370,KOSPI,대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10,12월,구정모,http://www.debec.co.kr,대구광역시
008060,KOSPI,대덕,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26,12월,김영재,http://www.daeduckholdings.com,경기도
00806K,KOSPI,대덕1우,,,,,,,
353200,KOSPI,대덕전자,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",2020-05-21,12월,신영환,http://www.daeduck.com,경기도
35320K,KOSPI,대덕전자1우,,,,,,,
000490,KOSPI,대동,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",1975-06-27,12월,"김준식, 원유현",http://www.daedong.co.kr,대구광역시
178600,KONEX,대동고려삼,기타 식품 제조업,"인삼식품(홍삼진액, 홍삼정)",2013-12-20,06월,최 성 근,http://www.ddkorea.co.kr,충청남도
020400,KOSDAQ,대동금속,금속 주조업,"농기계 주문제품 및 상용차 실린더 헤드, 경승용차 실린더 브록 외",1993-07-30,12월,권태경,http://www.daedongmetals.co.kr,대구광역시
008830,KOSDAQ,대동기어,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품",1991-05-17,12월,강경규,http://www.daedonggear.com,경상남도
048470,KOSDAQ,대동스틸,1차 철강 제조업,"열연박판, 후판, 무늬강판 외",2002-01-10,12월,임형기 임주희(각자대표이사),http://WWW.DAEDONGSTEEL.CO.KR,인천광역시
008110,KOSPI,대동전자,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매",1990-06-05,03월,김명성,http://www.daidong.com,서울특별시
004780,KOSDAQ,대륙제관,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기,1994-12-29,12월,"박봉국, 박봉준 (각자대표이사)",http://www.drcc.co.kr,서울특별시
005750,KOSPI,대림B&Co,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",1992-12-23,12월,강태식,http://www.daelimbnco.com,경상남도
017650,KOSDAQ,대림제지,기타 종이 및 판지 제품 제조업,골판지원지,1994-11-07,12월,류 창 승,http://www.daelimpaper.co.kr,경기도
006570,KOSPI,대림통상,기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",1975-11-20,12월,"고은희, 이지용",http://www.dlt.co.kr,서울특별시
007720,KOSDAQ,대명소노시즌,상품 종합 도매업,기업소모성자재 구매대행업,1994-01-06,12월,김범철,http://sonoseason.com,강원도
317850,KOSDAQ,대모,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등",2019-07-24,12월,이원해,,경기도
290670,KOSDAQ,대보마그네틱,기타 전기장비 제조업,"전자석탈철기, 자력선별기",2018-11-06,12월,"이준각, 이상익 각자대표",http://www.daebo.com,경기도
078140,KOSDAQ,대봉엘에스,의약품 제조업,"원료의약품,화장품원료",2005-12-23,12월,"박종호, 박진오",http://www.daebongls.co.kr,인천광역시
001680,KOSPI,대상,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1970-04-01,12월,임정배,http://www.daesang.co.kr,서울특별시
001685,KOSPI,대상우,,,,,,,
084690,KOSPI,대상홀딩스,기타 금융업,지주회사,2005-08-17,12월,"임창욱, 최성수 각자대표이사",,서울특별시
084695,KOSPI,대상홀딩스우,,,,,,,
036480,KOSDAQ,대성미생물,의약품 제조업,"동물용 의약품, 미생물제재",2000-04-04,12월,"이동규, 조항원 (각자대표)",http://www.dsmbio.com,경기도
128820,KOSPI,대성산업,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,"김영대, 지관(각자대표)",http://www.daesung.co.kr,서울특별시
117580,KOSPI,대성에너지,연료용 가스 제조 및 배관공급업,천연가스,2010-12-24,12월,대표이사 김영훈 대표이사 윤홍식,http://www.taegugas.co.kr,대구광역시
025440,KOSDAQ,대성엘텍,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1995-05-22,12월,"박상규, 박계현",http://www.dseltec.co.kr,서울특별시
027830,KOSDAQ,대성창투,신탁업 및 집합투자업,투자서비스,1999-11-30,12월,"김영훈, 박근진 (각자대표이사)",http://www.daesungpe.com,서울특별시
104040,KOSDAQ,대성파인텍,자동차 신품 부품 제조업,"자동차부품(시트,도어) 제조",2009-01-23,12월,김병준,http://www.dsfinetec.com,경상남도
016710,KOSPI,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대",1999-12-22,12월,대표이사 김영훈 대표이사 김정주,http://www.taegugas.co.kr,대구광역시
510007,KOSPI,대신 2X 니켈선물 ETN(H),,,,,,,
510005,KOSPI,대신 2X 아연선물 ETN(H),,,,,,,
510001,KOSPI,대신 WTI원유 선물 ETN(H),,,,,,,
510011,KOSPI,대신 골드 커버드콜 타겟 5%인컴 ETN(H),,,,,,,
510003,KOSPI,대신 니켈선물 ETN(H),,,,,,,
510015,KOSPI,대신 밀 선물 ETN(H),,,,,,,
510002,KOSPI,대신 아연선물 ETN(H),,,,,,,
510014,KOSPI,대신 알루미늄 선물 ETN(H),,,,,,,
510010,KOSPI,대신 인버스 2X 니켈선물 ETN(H),,,,,,,
510006,KOSPI,대신 인버스 니켈선물 ETN(H),,,,,,,
510004,KOSPI,대신 인버스 아연선물 ETN(H),,,,,,,
510009,KOSPI,대신 인버스 철광석 선물 ETN(H),,,,,,,
510016,KOSPI,대신 천연가스 선물 ETN(H),,,,,,,
510008,KOSPI,대신 철광석 선물 ETN(H),,,,,,,
70901B95,KOSPI,대신Japan하임03호A,,,,,,,
70902B95,KOSPI,대신Japan하임03호C-I,,,,,,,
70903B95,KOSPI,대신Japan하임03호C-W,,,,,,,
332290,KOSDAQ,대신밸런스제7호스팩,금융 지원 서비스업,기업 인수 및 합병,2019-10-11,12월,박규상,,서울특별시
336570,KOSDAQ,대신밸런스제8호스팩,금융 지원 서비스업,기업 인수 및 합병,2019-12-19,12월,한양현,,서울특별시
